Major,Entropy
0,5.247841881985594
1,5.357444391025425
2,5.4987196179349676
3,5.497055297619759
4,5.586525459695369
5,5.661059679436354
6,5.640681920410365
7,5.7173775211189835
8,5.7810240430354884
9,5.808428512695054
10,5.819413747367452
11,5.810072283006971
12,5.848218327256712
13,5.890087430947895
14,5.902519069506518
15,5.9167771764947865
16,5.91606665589037
17,5.932784949285738
18,5.934394233145567
19,5.941799262678083
