,Major,Minor,Validation,Test
0,0,0,0.9732676518883415,0.96
1,0,1,0.9561138478379858,0.96
2,1,0,0.9618281335522715,0.9657142857142857
3,1,1,0.9522824302134647,0.9657142857142857
