Dataset,Major,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Sum,Probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entropy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ent AVG
Nursery,0,67,8,0,0,0,0,0,0,0,0,0,5,47,15,4,4,0,0,0,0,0,0,0,24,19,15,6,2,2,2,2,2,1,0,17,11,21,10,7,4,1,1,1,2,0,6,7,12,9,7,10,6,6,6,6,1,3,5,13,12,13,5,3,8,8,4,0,4,4,6,7,15,13,4,9,7,6,0,0,2,5,7,7,9,8,11,12,14,0,1,3,8,4,11,7,9,4,10,18,0,0,3,5,4,7,7,11,7,19,12,0,0,3,2,3,6,11,7,9,12,22,75,0.893333333,0.106666667,0,0,0,0,0,0,0,0,0,0.066666667,0.626666667,0.2,0.053333333,0.053333333,0,0,0,0,0,0,0,0.32,0.253333333,0.2,0.08,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667,0.013333333,0,0.226666667,0.146666667,0.28,0.133333333,0.093333333,0.053333333,0.013333333,0.013333333,0.013333333,0.026666667,0,0.08,0.093333333,0.16,0.12,0.093333333,0.133333333,0.08,0.08,0.08,0.08,0.013333333,0.04,0.066666667,0.173333333,0.16,0.173333333,0.066666667,0.04,0.106666667,0.106666667,0.053333333,0,0.053333333,0.053333333,0.08,0.093333333,0.2,0.173333333,0.053333333,0.12,0.093333333,0.08,0,0,0.026666667,0.066666667,0.093333333,0.093333333,0.12,0.106666667,0.146666667,0.16,0.186666667,0,0.013333333,0.04,0.106666667,0.053333333,0.146666667,0.093333333,0.12,0.053333333,0.133333333,0.24,0,0,0.04,0.066666667,0.053333333,0.093333333,0.093333333,0.146666667,0.093333333,0.253333333,0.16,0,0,0.04,0.026666667,0.04,0.08,0.146666667,0.093333333,0.12,0.16,0.293333333,,-0.145371687,-0.344407327,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-0.260459373,-0.422517366,-0.464385619,-0.225536997,-0.225536997,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-0.526033981,-0.501825765,-0.464385619,-0.291508495,-0.139435165,-0.139435165,-0.139435165,-0.139435165,-0.139435165,-0.083050916,#NUM!,-0.485373992,-0.406176771,-0.514220355,-0.387585413,-0.319336618,-0.225536997,-0.083050916,-0.083050916,-0.083050916,-0.139435165,#NUM!,-0.291508495,-0.319336618,-0.42301699,-0.367067243,-0.319336618,-0.387585413,-0.291508495,-0.291508495,-0.291508495,-0.291508495,-0.083050916,-0.185754248,-0.260459373,-0.438252355,-0.42301699,-0.438252355,-0.260459373,-0.185754248,-0.344407327,-0.344407327,-0.225536997,#NUM!,-0.225536997,-0.225536997,-0.291508495,-0.319336618,-0.464385619,-0.438252355,-0.225536997,-0.367067243,-0.319336618,-0.291508495,#NUM!,#NUM!,-0.139435165,-0.260459373,-0.319336618,-0.319336618,-0.367067243,-0.344407327,-0.406176771,-0.42301699,-0.45200657,#NUM!,-0.083050916,-0.185754248,-0.344407327,-0.225536997,-0.406176771,-0.319336618,-0.367067243,-0.225536997,-0.387585413,-0.494134485,#NUM!,#NUM!,-0.185754248,-0.260459373,-0.225536997,-0.319336618,-0.319336618,-0.406176771,-0.319336618,-0.501825765,-0.42301699,#NUM!,#NUM!,-0.185754248,-0.139435165,-0.185754248,-0.291508495,-0.406176771,-0.319336618,-0.367067243,-0.42301699,-0.519020208,,-0.303978284
Nursery,2,55,15,3,1,0,0,1,0,0,0,0,9,27,16,6,2,6,3,0,3,3,0,7,15,19,15,5,4,2,4,3,0,1,5,11,12,13,7,6,13,3,3,1,1,0,8,7,12,11,5,9,5,8,5,5,1,2,6,12,8,8,7,8,7,6,10,0,4,1,10,5,3,10,12,6,14,10,0,3,9,5,8,10,8,7,10,5,10,1,3,5,6,9,8,7,8,10,4,14,1,1,2,7,6,5,5,11,12,8,17,0,2,3,3,3,6,8,12,13,6,19,,0.733333333,0.2,0.04,0.013333333,0,0,0.013333333,0,0,0,0,0.12,0.36,0.213333333,0.08,0.026666667,0.08,0.04,0,0.04,0.04,0,0.093333333,0.2,0.253333333,0.2,0.066666667,0.053333333,0.026666667,0.053333333,0.04,0,0.013333333,0.066666667,0.146666667,0.16,0.173333333,0.093333333,0.08,0.173333333,0.04,0.04,0.013333333,0.013333333,0,0.106666667,0.093333333,0.16,0.146666667,0.066666667,0.12,0.066666667,0.106666667,0.066666667,0.066666667,0.013333333,0.026666667,0.08,0.16,0.106666667,0.106666667,0.093333333,0.106666667,0.093333333,0.08,0.133333333,0,0.053333333,0.013333333,0.133333333,0.066666667,0.04,0.133333333,0.16,0.08,0.186666667,0.133333333,0,0.04,0.12,0.066666667,0.106666667,0.133333333,0.106666667,0.093333333,0.133333333,0.066666667,0.133333333,0.013333333,0.04,0.066666667,0.08,0.12,0.106666667,0.093333333,0.106666667,0.133333333,0.053333333,0.186666667,0.013333333,0.013333333,0.026666667,0.093333333,0.08,0.066666667,0.066666667,0.146666667,0.16,0.106666667,0.226666667,0,0.026666667,0.04,0.04,0.04,0.08,0.106666667,0.16,0.173333333,0.08,0.253333333,,-0.328136583,-0.464385619,-0.185754248,-0.083050916,#NUM!,#NUM!,-0.083050916,#NUM!,#NUM!,#NUM!,#NUM!,-0.367067243,-0.530615228,-0.475481321,-0.291508495,-0.139435165,-0.291508495,-0.185754248,#NUM!,-0.185754248,-0.185754248,#NUM!,-0.319336618,-0.464385619,-0.501825765,-0.464385619,-0.260459373,-0.225536997,-0.139435165,-0.225536997,-0.185754248,#NUM!,-0.083050916,-0.260459373,-0.406176771,-0.42301699,-0.438252355,-0.319336618,-0.291508495,-0.438252355,-0.185754248,-0.185754248,-0.083050916,-0.083050916,#NUM!,-0.344407327,-0.319336618,-0.42301699,-0.406176771,-0.260459373,-0.367067243,-0.260459373,-0.344407327,-0.260459373,-0.260459373,-0.083050916,-0.139435165,-0.291508495,-0.42301699,-0.344407327,-0.344407327,-0.319336618,-0.344407327,-0.319336618,-0.291508495,-0.387585413,#NUM!,-0.225536997,-0.083050916,-0.387585413,-0.260459373,-0.185754248,-0.387585413,-0.42301699,-0.291508495,-0.45200657,-0.387585413,#NUM!,-0.185754248,-0.367067243,-0.260459373,-0.344407327,-0.387585413,-0.344407327,-0.319336618,-0.387585413,-0.260459373,-0.387585413,-0.083050916,-0.185754248,-0.260459373,-0.291508495,-0.367067243,-0.344407327,-0.319336618,-0.344407327,-0.387585413,-0.225536997,-0.45200657,-0.083050916,-0.083050916,-0.139435165,-0.319336618,-0.291508495,-0.260459373,-0.260459373,-0.406176771,-0.42301699,-0.344407327,-0.485373992,#NUM!,-0.139435165,-0.185754248,-0.185754248,-0.185754248,-0.291508495,-0.344407327,-0.42301699,-0.438252355,-0.291508495,-0.501825765,,-0.296196106
Nursery,4,48,12,4,1,3,4,1,2,0,0,0,18,22,7,6,5,5,0,5,0,4,3,15,12,9,7,6,8,6,3,3,5,1,15,14,8,11,4,2,3,7,4,4,3,7,8,5,7,8,6,5,6,10,8,5,5,4,4,3,11,7,8,8,11,6,8,4,4,7,12,3,5,9,5,7,11,8,2,8,2,7,11,6,1,12,7,8,11,4,3,4,5,6,8,11,4,12,9,9,2,1,4,10,6,13,3,10,10,12,4,3,3,4,6,5,7,8,12,5,10,12,,0.64,0.16,0.053333333,0.013333333,0.04,0.053333333,0.013333333,0.026666667,0,0,0,0.24,0.293333333,0.093333333,0.08,0.066666667,0.066666667,0,0.066666667,0,0.053333333,0.04,0.2,0.16,0.12,0.093333333,0.08,0.106666667,0.08,0.04,0.04,0.066666667,0.013333333,0.2,0.186666667,0.106666667,0.146666667,0.053333333,0.026666667,0.04,0.093333333,0.053333333,0.053333333,0.04,0.093333333,0.106666667,0.066666667,0.093333333,0.106666667,0.08,0.066666667,0.08,0.133333333,0.106666667,0.066666667,0.066666667,0.053333333,0.053333333,0.04,0.146666667,0.093333333,0.106666667,0.106666667,0.146666667,0.08,0.106666667,0.053333333,0.053333333,0.093333333,0.16,0.04,0.066666667,0.12,0.066666667,0.093333333,0.146666667,0.106666667,0.026666667,0.106666667,0.026666667,0.093333333,0.146666667,0.08,0.013333333,0.16,0.093333333,0.106666667,0.146666667,0.053333333,0.04,0.053333333,0.066666667,0.08,0.106666667,0.146666667,0.053333333,0.16,0.12,0.12,0.026666667,0.013333333,0.053333333,0.133333333,0.08,0.173333333,0.04,0.133333333,0.133333333,0.16,0.053333333,0.04,0.04,0.053333333,0.08,0.066666667,0.093333333,0.106666667,0.16,0.066666667,0.133333333,0.16,,-0.412067961,-0.42301699,-0.225536997,-0.083050916,-0.185754248,-0.225536997,-0.083050916,-0.139435165,#NUM!,#NUM!,#NUM!,-0.494134485,-0.519020208,-0.319336618,-0.291508495,-0.260459373,-0.260459373,#NUM!,-0.260459373,#NUM!,-0.225536997,-0.185754248,-0.464385619,-0.42301699,-0.367067243,-0.319336618,-0.291508495,-0.344407327,-0.291508495,-0.185754248,-0.185754248,-0.260459373,-0.083050916,-0.464385619,-0.45200657,-0.344407327,-0.406176771,-0.225536997,-0.139435165,-0.185754248,-0.319336618,-0.225536997,-0.225536997,-0.185754248,-0.319336618,-0.344407327,-0.260459373,-0.319336618,-0.344407327,-0.291508495,-0.260459373,-0.291508495,-0.387585413,-0.344407327,-0.260459373,-0.260459373,-0.225536997,-0.225536997,-0.185754248,-0.406176771,-0.319336618,-0.344407327,-0.344407327,-0.406176771,-0.291508495,-0.344407327,-0.225536997,-0.225536997,-0.319336618,-0.42301699,-0.185754248,-0.260459373,-0.367067243,-0.260459373,-0.319336618,-0.406176771,-0.344407327,-0.139435165,-0.344407327,-0.139435165,-0.319336618,-0.406176771,-0.291508495,-0.083050916,-0.42301699,-0.319336618,-0.344407327,-0.406176771,-0.225536997,-0.185754248,-0.225536997,-0.260459373,-0.291508495,-0.344407327,-0.406176771,-0.225536997,-0.42301699,-0.367067243,-0.367067243,-0.139435165,-0.083050916,-0.225536997,-0.387585413,-0.291508495,-0.438252355,-0.185754248,-0.387585413,-0.387585413,-0.42301699,-0.225536997,-0.185754248,-0.185754248,-0.225536997,-0.291508495,-0.260459373,-0.319336618,-0.344407327,-0.42301699,-0.260459373,-0.387585413,-0.42301699,,-0.294128882
Nursery,6,22,15,16,7,3,4,1,0,2,4,1,20,17,6,9,6,7,2,2,3,2,1,14,10,14,5,4,4,6,5,4,4,5,7,11,9,10,5,9,7,4,2,5,6,5,4,9,10,8,9,4,7,9,7,3,4,8,4,2,8,9,8,13,5,9,5,2,3,5,12,7,13,8,6,6,7,6,4,4,7,10,7,7,7,3,6,7,13,4,8,6,8,8,5,4,4,9,9,10,2,1,4,12,10,8,9,8,7,7,7,1,3,3,7,8,10,5,11,12,6,9,,0.293333333,0.2,0.213333333,0.093333333,0.04,0.053333333,0.013333333,0,0.026666667,0.053333333,0.013333333,0.266666667,0.226666667,0.08,0.12,0.08,0.093333333,0.026666667,0.026666667,0.04,0.026666667,0.013333333,0.186666667,0.133333333,0.186666667,0.066666667,0.053333333,0.053333333,0.08,0.066666667,0.053333333,0.053333333,0.066666667,0.093333333,0.146666667,0.12,0.133333333,0.066666667,0.12,0.093333333,0.053333333,0.026666667,0.066666667,0.08,0.066666667,0.053333333,0.12,0.133333333,0.106666667,0.12,0.053333333,0.093333333,0.12,0.093333333,0.04,0.053333333,0.106666667,0.053333333,0.026666667,0.106666667,0.12,0.106666667,0.173333333,0.066666667,0.12,0.066666667,0.026666667,0.04,0.066666667,0.16,0.093333333,0.173333333,0.106666667,0.08,0.08,0.093333333,0.08,0.053333333,0.053333333,0.093333333,0.133333333,0.093333333,0.093333333,0.093333333,0.04,0.08,0.093333333,0.173333333,0.053333333,0.106666667,0.08,0.106666667,0.106666667,0.066666667,0.053333333,0.053333333,0.12,0.12,0.133333333,0.026666667,0.013333333,0.053333333,0.16,0.133333333,0.106666667,0.12,0.106666667,0.093333333,0.093333333,0.093333333,0.013333333,0.04,0.04,0.093333333,0.106666667,0.133333333,0.066666667,0.146666667,0.16,0.08,0.12,,-0.519020208,-0.464385619,-0.475481321,-0.319336618,-0.185754248,-0.225536997,-0.083050916,#NUM!,-0.139435165,-0.225536997,-0.083050916,-0.508504159,-0.485373992,-0.291508495,-0.367067243,-0.291508495,-0.319336618,-0.139435165,-0.139435165,-0.185754248,-0.139435165,-0.083050916,-0.45200657,-0.387585413,-0.45200657,-0.260459373,-0.225536997,-0.225536997,-0.291508495,-0.260459373,-0.225536997,-0.225536997,-0.260459373,-0.319336618,-0.406176771,-0.367067243,-0.387585413,-0.260459373,-0.367067243,-0.319336618,-0.225536997,-0.139435165,-0.260459373,-0.291508495,-0.260459373,-0.225536997,-0.367067243,-0.387585413,-0.344407327,-0.367067243,-0.225536997,-0.319336618,-0.367067243,-0.319336618,-0.185754248,-0.225536997,-0.344407327,-0.225536997,-0.139435165,-0.344407327,-0.367067243,-0.344407327,-0.438252355,-0.260459373,-0.367067243,-0.260459373,-0.139435165,-0.185754248,-0.260459373,-0.42301699,-0.319336618,-0.438252355,-0.344407327,-0.291508495,-0.291508495,-0.319336618,-0.291508495,-0.225536997,-0.225536997,-0.319336618,-0.387585413,-0.319336618,-0.319336618,-0.319336618,-0.185754248,-0.291508495,-0.319336618,-0.438252355,-0.225536997,-0.344407327,-0.291508495,-0.344407327,-0.344407327,-0.260459373,-0.225536997,-0.225536997,-0.367067243,-0.367067243,-0.387585413,-0.139435165,-0.083050916,-0.225536997,-0.42301699,-0.387585413,-0.344407327,-0.367067243,-0.344407327,-0.319336618,-0.319336618,-0.319336618,-0.083050916,-0.185754248,-0.185754248,-0.319336618,-0.344407327,-0.387585413,-0.260459373,-0.406176771,-0.42301699,-0.291508495,-0.367067243,,-0.296111088
Nursery,8,19,12,14,7,8,4,2,4,2,1,2,16,13,11,7,5,4,4,3,5,1,6,10,6,4,11,7,6,6,7,8,8,2,8,4,11,6,6,3,6,7,6,10,8,10,7,5,4,9,6,14,6,1,7,6,6,7,7,6,4,6,8,7,9,7,8,6,7,5,12,6,3,4,10,7,6,9,7,7,6,4,12,7,7,7,4,3,11,6,11,8,6,5,6,8,4,6,6,9,1,5,3,6,4,9,9,6,10,11,11,6,4,4,8,5,5,6,11,8,7,11,,0.253333333,0.16,0.186666667,0.093333333,0.106666667,0.053333333,0.026666667,0.053333333,0.026666667,0.013333333,0.026666667,0.213333333,0.173333333,0.146666667,0.093333333,0.066666667,0.053333333,0.053333333,0.04,0.066666667,0.013333333,0.08,0.133333333,0.08,0.053333333,0.146666667,0.093333333,0.08,0.08,0.093333333,0.106666667,0.106666667,0.026666667,0.106666667,0.053333333,0.146666667,0.08,0.08,0.04,0.08,0.093333333,0.08,0.133333333,0.106666667,0.133333333,0.093333333,0.066666667,0.053333333,0.12,0.08,0.186666667,0.08,0.013333333,0.093333333,0.08,0.08,0.093333333,0.093333333,0.08,0.053333333,0.08,0.106666667,0.093333333,0.12,0.093333333,0.106666667,0.08,0.093333333,0.066666667,0.16,0.08,0.04,0.053333333,0.133333333,0.093333333,0.08,0.12,0.093333333,0.093333333,0.08,0.053333333,0.16,0.093333333,0.093333333,0.093333333,0.053333333,0.04,0.146666667,0.08,0.146666667,0.106666667,0.08,0.066666667,0.08,0.106666667,0.053333333,0.08,0.08,0.12,0.013333333,0.066666667,0.04,0.08,0.053333333,0.12,0.12,0.08,0.133333333,0.146666667,0.146666667,0.08,0.053333333,0.053333333,0.106666667,0.066666667,0.066666667,0.08,0.146666667,0.106666667,0.093333333,0.146666667,,-0.501825765,-0.42301699,-0.45200657,-0.319336618,-0.344407327,-0.225536997,-0.139435165,-0.225536997,-0.139435165,-0.083050916,-0.139435165,-0.475481321,-0.438252355,-0.406176771,-0.319336618,-0.260459373,-0.225536997,-0.225536997,-0.185754248,-0.260459373,-0.083050916,-0.291508495,-0.387585413,-0.291508495,-0.225536997,-0.406176771,-0.319336618,-0.291508495,-0.291508495,-0.319336618,-0.344407327,-0.344407327,-0.139435165,-0.344407327,-0.225536997,-0.406176771,-0.291508495,-0.291508495,-0.185754248,-0.291508495,-0.319336618,-0.291508495,-0.387585413,-0.344407327,-0.387585413,-0.319336618,-0.260459373,-0.225536997,-0.367067243,-0.291508495,-0.45200657,-0.291508495,-0.083050916,-0.319336618,-0.291508495,-0.291508495,-0.319336618,-0.319336618,-0.291508495,-0.225536997,-0.291508495,-0.344407327,-0.319336618,-0.367067243,-0.319336618,-0.344407327,-0.291508495,-0.319336618,-0.260459373,-0.42301699,-0.291508495,-0.185754248,-0.225536997,-0.387585413,-0.319336618,-0.291508495,-0.367067243,-0.319336618,-0.319336618,-0.291508495,-0.225536997,-0.42301699,-0.319336618,-0.319336618,-0.319336618,-0.225536997,-0.185754248,-0.406176771,-0.291508495,-0.406176771,-0.344407327,-0.291508495,-0.260459373,-0.291508495,-0.344407327,-0.225536997,-0.291508495,-0.291508495,-0.367067243,-0.083050916,-0.260459373,-0.185754248,-0.291508495,-0.225536997,-0.367067243,-0.367067243,-0.291508495,-0.387585413,-0.406176771,-0.406176771,-0.291508495,-0.225536997,-0.225536997,-0.344407327,-0.260459373,-0.260459373,-0.291508495,-0.406176771,-0.344407327,-0.319336618,-0.406176771,,-0.300798316
Nursery,10,19,9,9,12,5,3,3,6,7,2,0,14,10,6,16,1,6,8,1,4,4,5,6,7,8,8,6,11,9,4,4,2,10,12,11,6,7,5,6,6,3,5,10,4,9,5,8,10,3,8,7,10,6,6,3,4,4,8,11,10,9,5,6,3,6,9,3,6,9,12,6,4,5,8,5,7,10,6,8,5,5,7,10,5,11,5,6,7,4,7,6,7,0,6,9,10,8,8,10,5,6,6,5,7,2,9,5,17,5,8,6,6,6,5,7,5,3,5,12,10,10,,0.253333333,0.12,0.12,0.16,0.066666667,0.04,0.04,0.08,0.093333333,0.026666667,0,0.186666667,0.133333333,0.08,0.213333333,0.013333333,0.08,0.106666667,0.013333333,0.053333333,0.053333333,0.066666667,0.08,0.093333333,0.106666667,0.106666667,0.08,0.146666667,0.12,0.053333333,0.053333333,0.026666667,0.133333333,0.16,0.146666667,0.08,0.093333333,0.066666667,0.08,0.08,0.04,0.066666667,0.133333333,0.053333333,0.12,0.066666667,0.106666667,0.133333333,0.04,0.106666667,0.093333333,0.133333333,0.08,0.08,0.04,0.053333333,0.053333333,0.106666667,0.146666667,0.133333333,0.12,0.066666667,0.08,0.04,0.08,0.12,0.04,0.08,0.12,0.16,0.08,0.053333333,0.066666667,0.106666667,0.066666667,0.093333333,0.133333333,0.08,0.106666667,0.066666667,0.066666667,0.093333333,0.133333333,0.066666667,0.146666667,0.066666667,0.08,0.093333333,0.053333333,0.093333333,0.08,0.093333333,0,0.08,0.12,0.133333333,0.106666667,0.106666667,0.133333333,0.066666667,0.08,0.08,0.066666667,0.093333333,0.026666667,0.12,0.066666667,0.226666667,0.066666667,0.106666667,0.08,0.08,0.08,0.066666667,0.093333333,0.066666667,0.04,0.066666667,0.16,0.133333333,0.133333333,,-0.501825765,-0.367067243,-0.367067243,-0.42301699,-0.260459373,-0.185754248,-0.185754248,-0.291508495,-0.319336618,-0.139435165,#NUM!,-0.45200657,-0.387585413,-0.291508495,-0.475481321,-0.083050916,-0.291508495,-0.344407327,-0.083050916,-0.225536997,-0.225536997,-0.260459373,-0.291508495,-0.319336618,-0.344407327,-0.344407327,-0.291508495,-0.406176771,-0.367067243,-0.225536997,-0.225536997,-0.139435165,-0.387585413,-0.42301699,-0.406176771,-0.291508495,-0.319336618,-0.260459373,-0.291508495,-0.291508495,-0.185754248,-0.260459373,-0.387585413,-0.225536997,-0.367067243,-0.260459373,-0.344407327,-0.387585413,-0.185754248,-0.344407327,-0.319336618,-0.387585413,-0.291508495,-0.291508495,-0.185754248,-0.225536997,-0.225536997,-0.344407327,-0.406176771,-0.387585413,-0.367067243,-0.260459373,-0.291508495,-0.185754248,-0.291508495,-0.367067243,-0.185754248,-0.291508495,-0.367067243,-0.42301699,-0.291508495,-0.225536997,-0.260459373,-0.344407327,-0.260459373,-0.319336618,-0.387585413,-0.291508495,-0.344407327,-0.260459373,-0.260459373,-0.319336618,-0.387585413,-0.260459373,-0.406176771,-0.260459373,-0.291508495,-0.319336618,-0.225536997,-0.319336618,-0.291508495,-0.319336618,#NUM!,-0.291508495,-0.367067243,-0.387585413,-0.344407327,-0.344407327,-0.387585413,-0.260459373,-0.291508495,-0.291508495,-0.260459373,-0.319336618,-0.139435165,-0.367067243,-0.260459373,-0.485373992,-0.260459373,-0.344407327,-0.291508495,-0.291508495,-0.291508495,-0.260459373,-0.319336618,-0.260459373,-0.185754248,-0.260459373,-0.42301699,-0.387585413,-0.387585413,,-0.304546
Nursery,12,14,8,7,6,5,9,7,7,2,9,1,10,18,7,7,8,5,1,3,4,7,5,9,17,8,6,2,7,3,6,6,6,5,6,12,6,7,7,11,4,9,3,5,5,6,14,4,4,5,9,6,8,3,8,8,9,8,6,11,6,7,6,7,4,4,7,10,13,5,6,5,7,6,4,7,6,6,5,9,11,4,7,8,6,8,6,5,6,5,3,10,8,9,1,6,8,4,6,15,4,5,10,14,2,3,11,7,8,6,5,6,4,5,0,4,12,10,9,6,7,12,,0.186666667,0.106666667,0.093333333,0.08,0.066666667,0.12,0.093333333,0.093333333,0.026666667,0.12,0.013333333,0.133333333,0.24,0.093333333,0.093333333,0.106666667,0.066666667,0.013333333,0.04,0.053333333,0.093333333,0.066666667,0.12,0.226666667,0.106666667,0.08,0.026666667,0.093333333,0.04,0.08,0.08,0.08,0.066666667,0.08,0.16,0.08,0.093333333,0.093333333,0.146666667,0.053333333,0.12,0.04,0.066666667,0.066666667,0.08,0.186666667,0.053333333,0.053333333,0.066666667,0.12,0.08,0.106666667,0.04,0.106666667,0.106666667,0.12,0.106666667,0.08,0.146666667,0.08,0.093333333,0.08,0.093333333,0.053333333,0.053333333,0.093333333,0.133333333,0.173333333,0.066666667,0.08,0.066666667,0.093333333,0.08,0.053333333,0.093333333,0.08,0.08,0.066666667,0.12,0.146666667,0.053333333,0.093333333,0.106666667,0.08,0.106666667,0.08,0.066666667,0.08,0.066666667,0.04,0.133333333,0.106666667,0.12,0.013333333,0.08,0.106666667,0.053333333,0.08,0.2,0.053333333,0.066666667,0.133333333,0.186666667,0.026666667,0.04,0.146666667,0.093333333,0.106666667,0.08,0.066666667,0.08,0.053333333,0.066666667,0,0.053333333,0.16,0.133333333,0.12,0.08,0.093333333,0.16,,-0.45200657,-0.344407327,-0.319336618,-0.291508495,-0.260459373,-0.367067243,-0.319336618,-0.319336618,-0.139435165,-0.367067243,-0.083050916,-0.387585413,-0.494134485,-0.319336618,-0.319336618,-0.344407327,-0.260459373,-0.083050916,-0.185754248,-0.225536997,-0.319336618,-0.260459373,-0.367067243,-0.485373992,-0.344407327,-0.291508495,-0.139435165,-0.319336618,-0.185754248,-0.291508495,-0.291508495,-0.291508495,-0.260459373,-0.291508495,-0.42301699,-0.291508495,-0.319336618,-0.319336618,-0.406176771,-0.225536997,-0.367067243,-0.185754248,-0.260459373,-0.260459373,-0.291508495,-0.45200657,-0.225536997,-0.225536997,-0.260459373,-0.367067243,-0.291508495,-0.344407327,-0.185754248,-0.344407327,-0.344407327,-0.367067243,-0.344407327,-0.291508495,-0.406176771,-0.291508495,-0.319336618,-0.291508495,-0.319336618,-0.225536997,-0.225536997,-0.319336618,-0.387585413,-0.438252355,-0.260459373,-0.291508495,-0.260459373,-0.319336618,-0.291508495,-0.225536997,-0.319336618,-0.291508495,-0.291508495,-0.260459373,-0.367067243,-0.406176771,-0.225536997,-0.319336618,-0.344407327,-0.291508495,-0.344407327,-0.291508495,-0.260459373,-0.291508495,-0.260459373,-0.185754248,-0.387585413,-0.344407327,-0.367067243,-0.083050916,-0.291508495,-0.344407327,-0.225536997,-0.291508495,-0.464385619,-0.225536997,-0.260459373,-0.387585413,-0.45200657,-0.139435165,-0.185754248,-0.406176771,-0.319336618,-0.344407327,-0.291508495,-0.260459373,-0.291508495,-0.225536997,-0.260459373,#NUM!,-0.225536997,-0.42301699,-0.387585413,-0.367067243,-0.291508495,-0.319336618,-0.42301699,,-0.302721576
