major,minor,minor_train_accuracy,minor_test_accuracy
38,12,0.5530973451327433,0.618421052631579
38,14,0.5176991150442478,0.5657894736842105
38,16,0.5575221238938053,0.5921052631578947
38,18,0.5309734513274337,0.6052631578947368
38,20,0.5309734513274337,0.5921052631578947
40,0,0.6017699115044248,0.6052631578947368
40,2,0.588495575221239,0.5789473684210527
40,4,0.5707964601769911,0.5657894736842105
40,6,0.5619469026548672,0.5657894736842105
40,8,0.5619469026548672,0.6052631578947368
40,10,0.5442477876106194,0.5526315789473685
40,12,0.5486725663716814,0.5657894736842105
40,14,0.5265486725663717,0.5131578947368421
40,16,0.5221238938053098,0.5394736842105263
40,18,0.5176991150442478,0.5131578947368421
40,20,0.504424778761062,0.5526315789473685
