major,minor,minor_train_accuracy,minor_test_accuracy
20,4,0.7762345679012346,0.9143518518518519
20,6,0.7584876543209876,0.9282407407407407
20,8,0.746141975308642,0.9120370370370371
20,10,0.720679012345679,0.8888888888888888
20,12,0.7137345679012346,0.8888888888888888
20,14,0.6959876543209876,0.8935185185185185
20,16,0.6751543209876543,0.875
20,18,0.6666666666666666,0.8634259259259259
20,20,0.6489197530864198,0.8611111111111112
22,0,0.7800925925925926,0.9537037037037037
22,2,0.7623456790123457,0.9560185185185185
22,4,0.7530864197530864,0.9421296296296297
22,6,0.7330246913580247,0.9305555555555556
22,8,0.7175925925925926,0.9212962962962963
22,10,0.7091049382716049,0.8912037037037037
22,12,0.6998456790123457,0.9189814814814815
22,14,0.6905864197530864,0.8888888888888888
22,16,0.6643518518518519,0.8865740740740741
22,18,0.6489197530864198,0.8611111111111112
22,20,0.6527777777777778,0.8680555555555556
24,0,0.7600308641975309,0.9259259259259259
24,2,0.7476851851851852,0.9236111111111112
24,4,0.7353395061728395,0.9074074074074074
24,6,0.7214506172839507,0.9097222222222222
24,8,0.7091049382716049,0.8958333333333334
24,10,0.691358024691358,0.8935185185185185
24,12,0.6774691358024691,0.8842592592592593
24,14,0.6535493827160493,0.8541666666666666
24,16,0.6481481481481481,0.8587962962962963
24,18,0.6381172839506173,0.8773148148148148
24,20,0.6342592592592593,0.8425925925925926
26,0,0.7407407407407407,0.9375
26,2,0.7283950617283951,0.9212962962962963
26,4,0.7129629629629629,0.9351851851851852
26,6,0.7060185185185185,0.9236111111111112
26,8,0.6820987654320988,0.9236111111111112
26,10,0.6689814814814815,0.9004629629629629
26,12,0.6689814814814815,0.9212962962962963
26,14,0.6458333333333334,0.8773148148148148
26,16,0.6373456790123457,0.8888888888888888
26,18,0.6311728395061729,0.8888888888888888
26,20,0.6072530864197531,0.8425925925925926
28,0,0.720679012345679,0.9050925925925926
28,2,0.7091049382716049,0.9027777777777778
28,4,0.7006172839506173,0.9004629629629629
28,6,0.683641975308642,0.8796296296296297
28,8,0.6774691358024691,0.8865740740740741
28,10,0.6628086419753086,0.8611111111111112
28,12,0.6419753086419753,0.8773148148148148
28,14,0.6396604938271605,0.8564814814814815
28,16,0.6172839506172839,0.8425925925925926
28,18,0.6033950617283951,0.8217592592592593
28,20,0.591820987654321,0.8263888888888888
30,0,0.7006172839506173,0.9259259259259259
30,2,0.6898148148148148,0.9236111111111112
30,4,0.6790123456790124,0.9097222222222222
30,6,0.6635802469135802,0.8912037037037037
30,8,0.6512345679012346,0.8703703703703703
30,10,0.6396604938271605,0.8773148148148148
30,12,0.6381172839506173,0.8587962962962963
30,14,0.6172839506172839,0.8634259259259259
30,16,0.6018518518518519,0.8564814814814815
30,18,0.5933641975308642,0.8194444444444444
30,20,0.5825617283950617,0.8217592592592593
32,0,0.6805555555555556,0.9027777777777778
32,2,0.6666666666666666,0.9050925925925926
32,4,0.6612654320987654,0.8888888888888888
32,6,0.6388888888888888,0.875
32,8,0.6319444444444444,0.8703703703703703
32,10,0.6304012345679012,0.8472222222222222
32,12,0.6095679012345679,0.8402777777777778
32,14,0.5925925925925926,0.7939814814814815
32,16,0.5879629629629629,0.8333333333333334
32,18,0.5787037037037037,0.7986111111111112
32,20,0.5401234567901234,0.7476851851851852
34,0,0.6604938271604939,0.8958333333333334
34,2,0.6442901234567902,0.8541666666666666
34,4,0.6388888888888888,0.8796296296296297
34,6,0.6404320987654321,0.8657407407407407
34,8,0.6219135802469136,0.8495370370370371
34,10,0.6064814814814815,0.8263888888888888
34,12,0.5972222222222222,0.8356481481481481
34,14,0.5756172839506173,0.8055555555555556
34,16,0.5733024691358025,0.8078703703703703
34,18,0.5679012345679012,0.7708333333333334
34,20,0.5617283950617284,0.7847222222222222
36,0,0.6404320987654321,0.8726851851851852
36,2,0.6273148148148148,0.8634259259259259
36,4,0.6180555555555556,0.875
36,6,0.6157407407407407,0.8657407407407407
36,8,0.5949074074074074,0.8310185185185185
36,10,0.5864197530864198,0.8125
36,12,0.5817901234567902,0.8078703703703703
36,14,0.5702160493827161,0.8148148148148148
36,16,0.558641975308642,0.8009259259259259
36,18,0.5532407407407407,0.7800925925925926
36,20,0.5509259259259259,0.7685185185185185
38,0,0.6203703703703703,0.8240740740740741
38,2,0.6080246913580247,0.8194444444444444
38,4,0.5987654320987654,0.8310185185185185
38,6,0.5910493827160493,0.7824074074074074
38,8,0.5802469135802469,0.7777777777777778
38,10,0.5787037037037037,0.7916666666666666
38,12,0.5625,0.7986111111111112
38,14,0.5486111111111112,0.7754629629629629
38,16,0.5277777777777778,0.7314814814814815
38,18,0.5270061728395061,0.7291666666666666
38,20,0.5169753086419753,0.7083333333333334
40,0,0.6003086419753086,0.8171296296296297
40,2,0.591820987654321,0.8032407407407407
40,4,0.5802469135802469,0.7916666666666666
40,6,0.5787037037037037,0.7893518518518519
40,8,0.5648148148148148,0.7731481481481481
40,10,0.5509259259259259,0.7592592592592593
40,12,0.5432098765432098,0.7546296296296297
40,14,0.5408950617283951,0.7523148148148148
40,16,0.5192901234567902,0.7476851851851852
40,18,0.5092592592592593,0.7083333333333334
40,20,0.49614197530864196,0.6990740740740741
