major,minor,minor_train_accuracy,minor_test_accuracy
34,0,0.6601556101556102,0.7393440609261761
34,2,0.6535217035217035,0.7292715882569709
34,4,0.6472153972153972,0.7292715882569709
34,6,0.6408271908271909,0.7182164353273554
34,8,0.6323095823095823,0.7070384473651885
34,10,0.6257166257166257,0.6967203046308807
34,12,0.6208435708435709,0.6999140154772141
34,14,0.6162981162981163,0.6895958727429062
34,16,0.6069205569205569,0.6936494288170987
34,18,0.5991400491400491,0.6623264955165213
34,20,0.5931203931203931,0.6650288662326496
36,0,0.6401719901719902,0.7117061786021374
36,2,0.6361588861588862,0.7040904065839577
36,4,0.6283783783783784,0.7056872620071244
36,6,0.624979524979525,0.6989313352168038
36,8,0.6203931203931204,0.6884903574499447
36,10,0.6131449631449631,0.6779265446505344
36,12,0.6048730548730549,0.6741186586414445
36,14,0.6036855036855037,0.6593784547352906
36,16,0.5945536445536446,0.6593784547352906
36,18,0.5935708435708436,0.6494288170986365
36,20,0.5831695331695331,0.6419358801130083
38,0,0.6201474201474202,0.692912418621791
38,2,0.6135544635544635,0.6844368013757524
38,4,0.6101556101556102,0.6791548949760472
38,6,0.6071253071253071,0.6765753592924703
38,8,0.6020884520884521,0.6710477828276624
38,10,0.5974201474201474,0.657904434344675
38,12,0.5961097461097461,0.6635548458420342
38,14,0.5864045864045864,0.6515170126520083
38,16,0.5810401310401311,0.6416902100479057
38,18,0.5755528255528255,0.6335830978995209
38,20,0.5743243243243243,0.642672890308316
40,0,0.6001228501228502,0.6660115464930598
40,2,0.5957821457821458,0.6650288662326496
40,4,0.5911138411138411,0.6580272693772263
40,6,0.5880835380835381,0.6523768578798673
40,8,0.5842342342342343,0.6454980960569955
40,10,0.5796887796887797,0.6367768087458543
40,12,0.5755528255528255,0.631863407443803
40,14,0.5728091728091728,0.6381279941039184
40,16,0.5725634725634725,0.6179830487655079
40,18,0.5645782145782146,0.6167546984399951
40,20,0.5557739557739557,0.5966097531015846
