major,minor,minor_train_accuracy,minor_test_accuracy
38,14,0.6401869158878505,0.5833333333333334
38,16,0.5841121495327103,0.6527777777777778
38,18,0.6121495327102804,0.5416666666666666
38,20,0.5700934579439252,0.5277777777777778
40,0,0.5794392523364486,0.6527777777777778
40,2,0.6074766355140186,0.6388888888888888
40,4,0.5747663551401869,0.5833333333333334
40,6,0.5700934579439252,0.6111111111111112
40,8,0.5467289719626168,0.6388888888888888
40,10,0.5981308411214953,0.6111111111111112
40,12,0.5841121495327103,0.6111111111111112
40,14,0.5186915887850467,0.5555555555555556
40,16,0.5700934579439252,0.5972222222222222
40,18,0.6074766355140186,0.5277777777777778
40,20,0.5654205607476636,0.5416666666666666
