major,nursery_entropy
0,4.217591692023715
2,4.4136415921894905
4,4.547845658048151
6,4.636970535980195
8,4.691367823052649
10,4.6815615398722015
12,4.686956435836163
14,4.719179644556766
16,4.731018458655935
18,4.7328338830528445
20,4.734169545185438
22,4.7310550996469125
24,4.717006691510541
26,4.716579740485841
28,4.718853886072009
30,4.733696788663635
32,4.7119354811736285
34,4.711377995593165
36,4.721331763769337
38,4.706818062233444
40,4.72277055235581
