,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
65,adult,gender,65,54,148,5,1,6,-1,0.018518518518518517,0.018518518518518517,10.0,10.2,34,326,0.10429447852760736
66,adult,gender,66,50,123,6,1,4,-1,0.02,0.02,7.0,9.75,32,280,0.11428571428571428
67,adult,gender,67,46,124,4,1,6,-1,0.0217391304347826,0.021739130434782615,7.0,10.181818181818182,23,280,0.08214285714285714
68,adult,gender,68,52,144,5,1,8,-1,0.019230769230769235,0.019230769230769225,8.0,9.666666666666666,26,338,0.07692307692307693
69,adult,gender,69,50,145,4,1,4,-1,0.02,0.020000000000000004,8.0,10.533333333333333,30,314,0.09554140127388536
70,adult,gender,70,47,134,5,1,3,-1,0.021276595744680844,0.021276595744680857,7.5,8.666666666666666,28,294,0.09523809523809523
71,adult,gender,71,47,117,5,1,8,-1,0.02127659574468085,0.02127659574468085,6.5,9.5,24,272,0.08823529411764706
72,adult,gender,72,51,138,5,1,7,-1,0.019607843137254898,0.019607843137254905,8.0,9.23076923076923,20,300,0.06666666666666667
73,adult,gender,73,45,140,5,1,1,-1,0.022222222222222223,0.022222222222222223,8.5,10.785714285714286,27,324,0.08333333333333333
74,adult,gender,74,52,146,5,1,6,-1,0.019230769230769232,0.019230769230769225,7.5,9.0,30,314,0.09554140127388536
75,adult,gender,75,48,140,5,1,2,-1,0.020833333333333332,0.02083333333333333,8.0,9.692307692307692,27,294,0.09183673469387756
76,adult,gender,76,47,144,5,1,2,-1,0.021276595744680847,0.021276595744680847,7.5,8.428571428571429,38,322,0.11801242236024845
77,adult,gender,77,50,132,5,1,5,-1,0.019999999999999997,0.02,7.0,8.538461538461538,29,310,0.0935483870967742
78,adult,gender,78,52,141,5,1,5,-1,0.019230769230769232,0.019230769230769225,8.0,10.466666666666667,36,306,0.11764705882352941
79,adult,gender,79,42,107,5,1,6,-1,0.023809523809523805,0.023809523809523808,7.0,8.846153846153847,33,242,0.13636363636363635
80,adult,gender,80,57,170,5,1,5,-1,0.017543859649122806,0.017543859649122806,8.5,10.4375,24,370,0.06486486486486487
81,adult,gender,81,51,143,5,1,4,-1,0.019607843137254905,0.019607843137254898,8.0,10.785714285714286,29,320,0.090625
82,adult,gender,82,45,132,5,1,2,-1,0.02222222222222222,0.022222222222222223,7.5,9.5,21,294,0.07142857142857142
83,adult,gender,83,56,153,6,1,4,-1,0.017857142857142856,0.017857142857142856,7.5,8.785714285714286,25,322,0.07763975155279502
84,adult,gender,84,48,123,4,1,6,-1,0.020833333333333332,0.020833333333333332,7.0,9.076923076923077,22,272,0.08088235294117647
85,adult,gender,85,48,122,4,1,4,-1,0.020833333333333332,0.020833333333333332,7.5,9.785714285714286,23,282,0.08156028368794327
86,adult,gender,86,52,142,5,1,4,-1,0.01923076923076923,0.019230769230769225,7.5,10.142857142857142,28,318,0.0880503144654088
87,adult,gender,87,50,145,5,1,4,-1,0.02,0.020000000000000004,8.5,9.375,29,324,0.08950617283950617
88,adult,gender,88,52,138,5,1,5,-1,0.019230769230769232,0.019230769230769232,7.0,8.692307692307692,31,296,0.10472972972972973
89,adult,gender,89,51,151,4,1,1,-1,0.019607843137254898,0.019607843137254895,8.0,10.846153846153847,25,338,0.07396449704142012
90,adult,gender,90,42,112,6,1,3,-1,0.023809523809523808,0.023809523809523815,7.0,8.153846153846153,22,258,0.08527131782945736
91,adult,gender,91,49,139,5,1,8,-1,0.02040816326530612,0.02040816326530612,8.5,10.375,31,334,0.09281437125748503
92,adult,gender,92,51,135,5,1,8,-1,0.019607843137254898,0.019607843137254905,7.5,9.5,25,304,0.08223684210526316
93,adult,gender,93,55,136,5,1,5,-1,0.01818181818181818,0.01818181818181818,7.0,9.153846153846153,33,290,0.11379310344827587
94,adult,gender,94,44,124,5,1,6,-1,0.022727272727272728,0.022727272727272724,7.0,9.538461538461538,26,292,0.08904109589041095
95,adult,gender,95,55,151,5,1,5,-1,0.01818181818181818,0.018181818181818184,9.0,10.411764705882353,32,330,0.09696969696969697
96,adult,gender,96,50,153,5,1,3,-1,0.020000000000000004,0.02,9.5,10.8125,24,334,0.0718562874251497
97,adult,gender,97,52,127,6,1,6,-1,0.019230769230769232,0.01923076923076924,7.0,9.0,38,306,0.12418300653594772
98,adult,gender,98,50,141,6,1,6,-1,0.02,0.019999999999999997,8.0,9.533333333333333,30,316,0.0949367088607595
99,adult,gender,99,56,151,6,1,6,-1,0.017857142857142856,0.017857142857142856,7.5,10.142857142857142,36,338,0.10650887573964497
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,capital-gain,0,37,59,6,1,8,-1,0.02702702702702703,0.02702702702702703,5.0,5.111111111111111,25,120,0.20833333333333334
1,adult,capital-gain,1,41,66,7,1,5,-1,0.02439024390243902,0.024390243902439022,4.0,4.714285714285714,28,136,0.20588235294117646
2,adult,capital-gain,2,46,71,7,1,8,-1,0.02173913043478262,0.021739130434782605,5.0,5.444444444444445,19,144,0.13194444444444445
3,adult,capital-gain,3,34,52,6,1,3,-1,0.029411764705882353,0.029411764705882353,4.5,4.875,18,110,0.16363636363636364
4,adult,capital-gain,4,40,63,8,1,11,-1,0.025,0.025,5.0,5.777777777777778,24,132,0.18181818181818182
5,adult,capital-gain,5,43,64,7,1,12,-1,0.02325581395348838,0.02325581395348837,4.0,4.571428571428571,18,134,0.13432835820895522
6,adult,capital-gain,6,49,73,10,1,18,-1,0.02040816326530612,0.02040816326530612,4.5,5.125,29,148,0.19594594594594594
7,adult,capital-gain,7,45,70,9,1,8,-1,0.022222222222222223,0.022222222222222223,4.5,4.75,21,142,0.14788732394366197
8,adult,capital-gain,8,51,83,6,1,9,-1,0.0196078431372549,0.019607843137254898,5.0,5.0,27,170,0.1588235294117647
9,adult,capital-gain,9,42,71,7,1,6,-1,0.023809523809523808,0.023809523809523808,5.0,5.777777777777778,23,144,0.1597222222222222
10,adult,capital-gain,10,36,58,9,1,12,-1,0.027777777777777776,0.027777777777777783,4.0,4.714285714285714,21,120,0.175
11,adult,capital-gain,11,31,45,7,1,4,-1,0.032258064516129024,0.032258064516129024,4.0,4.571428571428571,24,92,0.2608695652173913
12,adult,capital-gain,12,42,62,8,1,10,-1,0.023809523809523808,0.023809523809523808,4.5,4.625,20,128,0.15625
13,adult,capital-gain,13,47,72,9,1,13,-1,0.02127659574468085,0.021276595744680847,4.5,4.5,25,148,0.16891891891891891
14,adult,capital-gain,14,36,61,5,1,5,-1,0.027777777777777776,0.027777777777777776,4.5,4.5,21,126,0.16666666666666666
15,adult,capital-gain,15,37,53,7,1,12,-1,0.02702702702702703,0.027027027027027025,4.0,4.428571428571429,20,110,0.18181818181818182
16,adult,capital-gain,16,40,58,10,1,13,-1,0.025,0.025,3.5,3.8333333333333335,31,118,0.2627118644067797
17,adult,capital-gain,17,47,75,8,1,15,-1,0.02127659574468085,0.021276595744680847,5.0,5.111111111111111,23,154,0.14935064935064934
18,adult,capital-gain,18,43,66,9,1,11,-1,0.02325581395348837,0.02325581395348837,4.5,4.625,21,136,0.15441176470588236
19,adult,capital-gain,19,40,70,5,1,3,-1,0.024999999999999998,0.024999999999999998,4.5,4.5,19,142,0.13380281690140844
20,adult,capital-gain,20,39,62,7,1,7,-1,0.02564102564102564,0.025641025641025637,5.0,5.0,20,126,0.15873015873015872
21,adult,capital-gain,21,50,69,8,1,13,-1,0.02,0.019999999999999997,3.5,3.5,32,140,0.22857142857142856
22,adult,capital-gain,22,38,66,8,1,8,-1,0.02631578947368421,0.026315789473684216,5.0,5.888888888888889,29,134,0.21641791044776118
23,adult,capital-gain,23,43,74,7,1,9,-1,0.023255813953488372,0.02325581395348837,5.5,6.4,22,150,0.14666666666666667
24,adult,capital-gain,24,40,73,6,1,4,-1,0.024999999999999994,0.025,5.5,5.5,23,152,0.1513157894736842
25,adult,capital-gain,25,45,67,8,1,12,-1,0.022222222222222227,0.022222222222222223,5.0,5.111111111111111,23,138,0.16666666666666666
26,adult,capital-gain,26,41,65,6,1,11,-1,0.024390243902439025,0.024390243902439025,5.0,5.0,24,134,0.1791044776119403
27,adult,capital-gain,27,50,82,7,1,8,-1,0.02,0.02,4.5,4.625,22,166,0.13253012048192772
28,adult,capital-gain,28,38,60,5,1,4,-1,0.02631578947368421,0.02631578947368421,4.0,4.285714285714286,24,124,0.1935483870967742
29,adult,capital-gain,29,42,62,8,1,11,-1,0.023809523809523815,0.023809523809523808,3.5,3.8333333333333335,21,126,0.16666666666666666
30,adult,capital-gain,30,44,72,6,1,5,-1,0.022727272727272728,0.022727272727272728,5.5,6.0,26,146,0.1780821917808219
31,adult,capital-gain,31,41,59,7,1,4,-1,0.024390243902439025,0.024390243902439022,3.5,3.8333333333333335,23,124,0.18548387096774194
32,adult,capital-gain,32,41,63,6,1,14,-1,0.02439024390243903,0.024390243902439022,4.5,4.875,23,130,0.17692307692307693
33,adult,capital-gain,33,45,75,8,1,8,-1,0.022222222222222216,0.02222222222222222,5.0,5.111111111111111,18,152,0.11842105263157894
34,adult,capital-gain,34,45,66,7,1,19,-1,0.02222222222222222,0.022222222222222223,5.0,5.0,19,134,0.1417910447761194
35,adult,capital-gain,35,43,61,7,1,29,-1,0.023255813953488372,0.02325581395348838,4.5,4.5,21,128,0.1640625
36,adult,capital-gain,36,45,80,6,1,9,-1,0.02222222222222222,0.022222222222222223,5.5,6.5,23,162,0.1419753086419753
37,adult,capital-gain,37,41,61,7,1,9,-1,0.024390243902439025,0.024390243902439025,4.5,4.75,24,124,0.1935483870967742
38,adult,capital-gain,38,36,61,7,1,4,-1,0.027777777777777776,0.027777777777777776,4.5,4.5,19,128,0.1484375
39,adult,capital-gain,39,39,59,9,1,5,-1,0.025641025641025637,0.025641025641025633,3.5,4.5,23,122,0.1885245901639344
40,adult,capital-gain,40,53,78,7,1,16,-1,0.018867924528301886,0.018867924528301886,4.0,4.571428571428571,21,158,0.13291139240506328
41,adult,capital-gain,41,44,51,14,1,44,-1,0.022727272727272728,0.02272727272727273,3.5,3.6666666666666665,25,106,0.2358490566037736
42,adult,capital-gain,42,35,65,5,1,5,-1,0.02857142857142857,0.02857142857142857,5.0,5.777777777777778,22,134,0.16417910447761194
43,adult,capital-gain,43,39,62,6,1,10,-1,0.025641025641025637,0.025641025641025637,4.5,4.875,23,128,0.1796875
44,adult,capital-gain,44,41,63,8,1,15,-1,0.024390243902439025,0.024390243902439025,4.5,5.5,25,130,0.19230769230769232
45,adult,capital-gain,45,42,65,7,1,9,-1,0.023809523809523808,0.023809523809523808,4.0,4.428571428571429,17,134,0.12686567164179105
46,adult,capital-gain,46,40,65,6,1,1,-1,0.025,0.025,5.0,5.0,22,134,0.16417910447761194
47,adult,capital-gain,47,44,65,8,1,13,-1,0.022727272727272724,0.022727272727272724,4.5,4.75,26,132,0.19696969696969696
48,adult,capital-gain,48,50,74,7,1,10,-1,0.02,0.020000000000000007,4.0,4.285714285714286,23,158,0.14556962025316456
49,adult,capital-gain,49,39,57,9,1,8,-1,0.025641025641025647,0.02564102564102564,4.0,4.285714285714286,18,118,0.15254237288135594
50,adult,capital-gain,50,41,62,7,1,3,-1,0.02439024390243903,0.02439024390243903,4.5,4.5,19,126,0.15079365079365079
51,adult,capital-gain,51,39,59,8,1,8,-1,0.02564102564102564,0.025641025641025647,4.0,5.428571428571429,18,124,0.14516129032258066
52,adult,capital-gain,52,48,77,6,1,4,-1,0.02083333333333334,0.020833333333333332,5.5,6.1,29,164,0.17682926829268292
53,adult,capital-gain,53,47,77,6,1,6,-1,0.02127659574468085,0.021276595744680857,4.5,5.125,24,158,0.1518987341772152
54,adult,capital-gain,54,43,66,6,1,6,-1,0.02325581395348838,0.023255813953488372,5.0,5.222222222222222,20,136,0.14705882352941177
55,adult,capital-gain,55,40,62,7,1,8,-1,0.025,0.025,4.5,4.5,23,128,0.1796875
56,adult,capital-gain,56,43,67,10,1,12,-1,0.023255813953488372,0.023255813953488372,4.5,4.5,27,138,0.1956521739130435
57,adult,capital-gain,57,46,74,7,1,5,-1,0.021739130434782608,0.021739130434782608,5.0,5.222222222222222,27,152,0.17763157894736842
58,adult,capital-gain,58,43,67,8,1,12,-1,0.023255813953488372,0.02325581395348838,4.0,4.571428571428571,20,136,0.14705882352941177
59,adult,capital-gain,59,40,67,6,1,4,-1,0.024999999999999998,0.024999999999999994,5.0,5.111111111111111,19,136,0.13970588235294118
60,adult,capital-gain,60,42,75,6,1,16,-1,0.023809523809523808,0.023809523809523808,5.0,5.666666666666667,22,154,0.14285714285714285
61,adult,capital-gain,61,31,45,7,1,8,-1,0.03225806451612904,0.03225806451612903,4.0,4.857142857142857,15,94,0.1595744680851064
62,adult,capital-gain,62,38,65,5,1,9,-1,0.02631578947368421,0.02631578947368421,4.5,4.75,18,132,0.13636363636363635
63,adult,capital-gain,63,30,49,6,1,6,-1,0.03333333333333333,0.03333333333333334,4.0,5.0,20,108,0.18518518518518517
64,adult,capital-gain,64,38,58,9,1,19,-1,0.02631578947368421,0.02631578947368421,4.0,4.142857142857143,22,118,0.1864406779661017
65,adult,capital-gain,65,36,53,8,1,9,-1,0.027777777777777776,0.027777777777777776,4.5,5.125,20,110,0.18181818181818182
66,adult,capital-gain,66,45,68,9,1,14,-1,0.022222222222222216,0.02222222222222222,4.0,4.571428571428571,20,140,0.14285714285714285
67,adult,capital-gain,67,37,62,6,1,7,-1,0.02702702702702703,0.027027027027027025,4.5,4.5,22,126,0.1746031746031746
68,adult,capital-gain,68,45,59,12,1,9,-1,0.022222222222222223,0.022222222222222223,3.5,3.6666666666666665,28,120,0.23333333333333334
69,adult,capital-gain,69,42,62,7,1,11,-1,0.023809523809523815,0.023809523809523808,3.5,3.5,16,128,0.125
70,adult,capital-gain,70,45,64,8,1,18,-1,0.02222222222222222,0.022222222222222223,3.5,3.5,17,130,0.13076923076923078
71,adult,capital-gain,71,41,57,11,1,20,-1,0.02439024390243903,0.02439024390243903,4.5,4.5,26,122,0.21311475409836064
72,adult,capital-gain,72,43,68,9,1,13,-1,0.023255813953488372,0.02325581395348838,4.0,4.0,22,138,0.15942028985507245
73,adult,capital-gain,73,36,58,6,1,10,-1,0.027777777777777776,0.027777777777777776,4.0,5.0,19,122,0.1557377049180328
74,adult,capital-gain,74,44,64,7,1,7,-1,0.022727272727272724,0.02272727272727273,3.5,3.5,20,132,0.15151515151515152
75,adult,capital-gain,75,39,59,8,1,10,-1,0.025641025641025637,0.02564102564102564,3.5,3.5,21,122,0.1721311475409836
76,adult,capital-gain,76,47,75,6,1,4,-1,0.021276595744680857,0.021276595744680847,4.5,4.875,19,154,0.12337662337662338
77,adult,capital-gain,77,43,63,7,1,14,-1,0.02325581395348838,0.023255813953488372,4.0,4.285714285714286,32,128,0.25
78,adult,capital-gain,78,42,64,6,1,4,-1,0.023809523809523808,0.023809523809523808,4.5,4.75,16,132,0.12121212121212122
79,adult,capital-gain,79,35,55,7,1,19,-1,0.02857142857142857,0.02857142857142857,4.0,4.857142857142857,17,114,0.14912280701754385
80,adult,capital-gain,80,43,71,6,1,6,-1,0.02325581395348837,0.023255813953488372,4.0,4.857142857142857,19,146,0.13013698630136986
81,adult,capital-gain,81,47,72,7,1,6,-1,0.02127659574468085,0.02127659574468085,4.5,5.5,20,148,0.13513513513513514
82,adult,capital-gain,82,41,74,6,1,4,-1,0.024390243902439025,0.024390243902439025,5.0,5.666666666666667,25,152,0.16447368421052633
83,adult,capital-gain,83,49,75,8,1,5,-1,0.02040816326530612,0.02040816326530612,4.0,4.142857142857143,25,154,0.16233766233766234
84,adult,capital-gain,84,46,64,12,1,27,-1,0.021739130434782608,0.021739130434782605,4.5,5.0,22,130,0.16923076923076924
85,adult,capital-gain,85,39,74,5,1,4,-1,0.02564102564102564,0.02564102564102564,4.5,4.625,16,152,0.10526315789473684
86,adult,capital-gain,86,42,61,7,1,9,-1,0.023809523809523808,0.023809523809523815,4.0,4.0,22,128,0.171875
87,adult,capital-gain,87,34,58,7,1,9,-1,0.029411764705882353,0.02941176470588235,4.5,4.5,17,120,0.14166666666666666
88,adult,capital-gain,88,47,80,6,1,8,-1,0.02127659574468085,0.021276595744680847,5.0,5.0,24,166,0.14457831325301204
89,adult,capital-gain,89,44,69,6,1,7,-1,0.022727272727272728,0.02272727272727273,4.5,4.625,27,142,0.19014084507042253
90,adult,capital-gain,90,42,71,6,1,2,-1,0.023809523809523815,0.023809523809523808,5.0,6.0,18,146,0.1232876712328767
91,adult,capital-gain,91,39,61,9,1,10,-1,0.025641025641025647,0.025641025641025637,4.5,5.125,20,132,0.15151515151515152
92,adult,capital-gain,92,32,49,7,1,12,-1,0.031249999999999997,0.031249999999999993,4.5,4.625,15,104,0.14423076923076922
93,adult,capital-gain,93,42,69,6,1,9,-1,0.023809523809523805,0.023809523809523808,4.5,4.5,23,144,0.1597222222222222
94,adult,capital-gain,94,41,64,6,1,5,-1,0.024390243902439022,0.024390243902439022,4.5,4.75,22,132,0.16666666666666666
95,adult,capital-gain,95,45,71,7,1,4,-1,0.022222222222222223,0.022222222222222223,4.0,4.0,20,146,0.136986301369863
96,adult,capital-gain,96,45,61,9,1,8,-1,0.022222222222222223,0.022222222222222216,3.5,3.5,30,126,0.23809523809523808
97,adult,capital-gain,97,40,57,6,1,5,-1,0.025,0.025,4.0,4.0,24,120,0.2
98,adult,capital-gain,98,42,70,7,1,12,-1,0.023809523809523808,0.023809523809523815,4.5,4.75,21,144,0.14583333333333334
99,adult,capital-gain,99,38,53,9,1,8,-1,0.02631578947368421,0.02631578947368421,4.0,4.428571428571429,24,108,0.2222222222222222
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,capital-loss,0,41,75,6,1,12,-1,0.02439024390243903,0.024390243902439025,5.0,6.666666666666667,17,156,0.10897435897435898
1,adult,capital-loss,1,44,83,8,1,5,-1,0.022727272727272728,0.022727272727272724,5.5,6.6,28,170,0.16470588235294117
2,adult,capital-loss,2,46,77,6,1,7,-1,0.021739130434782608,0.021739130434782608,5.5,6.3,19,162,0.11728395061728394
3,adult,capital-loss,3,40,68,6,1,9,-1,0.025000000000000005,0.024999999999999994,5.0,6.444444444444445,18,152,0.11842105263157894
4,adult,capital-loss,4,48,82,6,1,4,-1,0.020833333333333332,0.020833333333333332,4.5,4.625,32,170,0.18823529411764706
5,adult,capital-loss,5,43,92,5,1,5,-1,0.023255813953488372,0.023255813953488372,6.0,6.555555555555555,19,186,0.10215053763440861
6,adult,capital-loss,6,47,85,7,1,9,-1,0.021276595744680844,0.02127659574468085,5.0,5.555555555555555,22,176,0.125
7,adult,capital-loss,7,48,76,8,1,17,-1,0.020833333333333332,0.02083333333333333,4.0,4.428571428571429,28,160,0.175
8,adult,capital-loss,8,45,92,6,1,4,-1,0.022222222222222223,0.022222222222222227,5.5,6.7,19,190,0.1
9,adult,capital-loss,9,49,91,7,1,8,-1,0.02040816326530612,0.020408163265306128,6.0,6.666666666666667,26,188,0.13829787234042554
10,adult,capital-loss,10,43,87,6,1,6,-1,0.02325581395348837,0.023255813953488372,5.5,6.3,24,188,0.1276595744680851
11,adult,capital-loss,11,43,79,6,1,7,-1,0.023255813953488372,0.02325581395348837,5.0,5.222222222222222,19,160,0.11875
12,adult,capital-loss,12,48,83,7,1,7,-1,0.020833333333333332,0.02083333333333333,5.5,5.8,22,178,0.12359550561797752
13,adult,capital-loss,13,44,79,5,1,2,-1,0.022727272727272724,0.022727272727272728,5.5,6.5,29,162,0.17901234567901234
14,adult,capital-loss,14,50,95,6,1,3,-1,0.019999999999999993,0.02,6.0,6.545454545454546,22,202,0.10891089108910891
15,adult,capital-loss,15,45,68,6,1,8,-1,0.022222222222222223,0.022222222222222223,5.0,5.222222222222222,20,140,0.14285714285714285
16,adult,capital-loss,16,45,83,6,1,6,-1,0.022222222222222223,0.02222222222222222,5.0,5.333333333333333,21,172,0.12209302325581395
17,adult,capital-loss,17,47,76,6,1,6,-1,0.021276595744680847,0.021276595744680857,4.5,5.125,23,154,0.14935064935064934
18,adult,capital-loss,18,43,78,7,1,10,-1,0.02325581395348837,0.02325581395348838,5.0,5.777777777777778,20,160,0.125
19,adult,capital-loss,19,39,76,5,1,8,-1,0.02564102564102564,0.025641025641025637,5.0,6.222222222222222,15,160,0.09375
20,adult,capital-loss,20,42,82,6,1,3,-1,0.023809523809523808,0.023809523809523808,6.5,6.916666666666667,21,170,0.12352941176470589
21,adult,capital-loss,21,42,82,5,1,4,-1,0.023809523809523805,0.023809523809523808,5.0,7.333333333333333,20,174,0.11494252873563218
22,adult,capital-loss,22,42,71,8,1,13,-1,0.023809523809523808,0.023809523809523808,5.0,5.555555555555555,20,152,0.13157894736842105
23,adult,capital-loss,23,42,89,5,1,3,-1,0.023809523809523808,0.023809523809523808,6.0,7.0,21,188,0.11170212765957446
24,adult,capital-loss,24,42,85,6,1,8,-1,0.023809523809523808,0.023809523809523815,5.5,5.7,21,180,0.11666666666666667
25,adult,capital-loss,25,41,73,7,1,6,-1,0.024390243902439022,0.024390243902439025,5.0,6.333333333333333,23,154,0.14935064935064934
26,adult,capital-loss,26,47,79,6,1,3,-1,0.021276595744680847,0.021276595744680847,4.5,4.75,27,164,0.16463414634146342
27,adult,capital-loss,27,42,75,7,1,5,-1,0.023809523809523808,0.023809523809523808,6.0,6.454545454545454,21,154,0.13636363636363635
28,adult,capital-loss,28,46,83,8,1,7,-1,0.021739130434782615,0.021739130434782615,6.0,6.222222222222222,22,174,0.12643678160919541
29,adult,capital-loss,29,47,84,6,1,8,-1,0.021276595744680847,0.02127659574468085,6.0,6.7272727272727275,26,174,0.14942528735632185
30,adult,capital-loss,30,41,80,6,1,7,-1,0.02439024390243903,0.02439024390243902,5.0,6.0,26,166,0.1566265060240964
31,adult,capital-loss,31,43,79,5,1,11,-1,0.02325581395348837,0.02325581395348837,6.5,7.0,31,164,0.18902439024390244
32,adult,capital-loss,32,36,65,5,1,4,-1,0.027777777777777783,0.027777777777777783,5.0,5.444444444444445,19,136,0.13970588235294118
33,adult,capital-loss,33,42,86,5,1,2,-1,0.023809523809523808,0.023809523809523808,5.5,7.0,22,184,0.11956521739130435
34,adult,capital-loss,34,45,83,7,1,2,-1,0.022222222222222223,0.022222222222222223,5.5,6.0,31,168,0.18452380952380953
35,adult,capital-loss,35,41,83,5,1,8,-1,0.024390243902439025,0.024390243902439025,6.0,7.4,18,174,0.10344827586206896
36,adult,capital-loss,36,43,80,7,1,5,-1,0.023255813953488372,0.023255813953488372,6.0,6.0,34,164,0.2073170731707317
37,adult,capital-loss,37,37,74,5,1,1,-1,0.02702702702702703,0.02702702702702703,5.5,6.875,17,158,0.10759493670886076
38,adult,capital-loss,38,45,82,7,1,12,-1,0.022222222222222223,0.022222222222222227,6.0,6.181818181818182,21,170,0.12352941176470589
39,adult,capital-loss,39,44,73,7,1,22,-1,0.022727272727272728,0.02272727272727273,5.0,5.444444444444445,20,154,0.12987012987012986
40,adult,capital-loss,40,40,83,5,1,6,-1,0.025,0.024999999999999994,5.5,7.1,17,174,0.09770114942528736
41,adult,capital-loss,41,48,85,6,1,9,-1,0.020833333333333332,0.02083333333333333,5.5,6.0,27,178,0.15168539325842698
42,adult,capital-loss,42,45,92,5,1,3,-1,0.022222222222222227,0.02222222222222222,5.5,6.6,26,196,0.1326530612244898
43,adult,capital-loss,43,43,82,7,1,9,-1,0.02325581395348838,0.02325581395348837,5.5,5.9,28,170,0.16470588235294117
44,adult,capital-loss,44,35,70,5,1,5,-1,0.028571428571428567,0.028571428571428567,6.0,6.111111111111111,14,152,0.09210526315789473
45,adult,capital-loss,45,44,80,7,1,4,-1,0.022727272727272728,0.02272727272727273,5.5,5.8,23,164,0.1402439024390244
46,adult,capital-loss,46,45,71,7,1,9,-1,0.022222222222222216,0.022222222222222223,4.5,5.75,24,146,0.1643835616438356
47,adult,capital-loss,47,35,81,4,1,1,-1,0.02857142857142857,0.028571428571428564,6.5,8.0,17,170,0.1
48,adult,capital-loss,48,36,70,5,1,4,-1,0.027777777777777776,0.027777777777777776,5.5,6.0,18,152,0.11842105263157894
49,adult,capital-loss,49,47,75,11,1,9,-1,0.021276595744680847,0.02127659574468085,4.0,4.0,21,152,0.13815789473684212
50,adult,capital-loss,50,41,76,7,1,10,-1,0.024390243902439025,0.024390243902439025,5.0,5.666666666666667,22,160,0.1375
51,adult,capital-loss,51,38,73,6,1,5,-1,0.02631578947368421,0.02631578947368421,5.5,5.8,23,154,0.14935064935064934
52,adult,capital-loss,52,37,77,5,1,8,-1,0.027027027027027025,0.02702702702702703,5.5,6.6,25,160,0.15625
53,adult,capital-loss,53,41,78,6,1,7,-1,0.024390243902439025,0.024390243902439025,5.5,6.6,19,168,0.1130952380952381
54,adult,capital-loss,54,41,83,5,1,4,-1,0.024390243902439025,0.024390243902439025,5.5,5.9,26,172,0.1511627906976744
55,adult,capital-loss,55,43,83,6,1,8,-1,0.023255813953488372,0.02325581395348837,5.5,6.2,23,172,0.13372093023255813
56,adult,capital-loss,56,40,70,6,1,2,-1,0.025,0.025000000000000005,4.5,4.75,20,152,0.13157894736842105
57,adult,capital-loss,57,46,85,6,1,8,-1,0.021739130434782605,0.021739130434782608,5.5,6.1,24,180,0.13333333333333333
58,adult,capital-loss,58,39,75,6,1,5,-1,0.025641025641025637,0.02564102564102564,5.5,5.9,22,162,0.13580246913580246
59,adult,capital-loss,59,45,87,7,1,11,-1,0.022222222222222227,0.022222222222222223,6.5,6.75,20,178,0.11235955056179775
60,adult,capital-loss,60,41,71,5,1,10,-1,0.024390243902439025,0.024390243902439022,5.5,6.5,23,150,0.15333333333333332
61,adult,capital-loss,61,38,78,6,1,11,-1,0.02631578947368421,0.02631578947368421,6.0,6.909090909090909,17,166,0.10240963855421686
62,adult,capital-loss,62,43,80,7,1,6,-1,0.02325581395348838,0.02325581395348837,5.5,6.9,28,170,0.16470588235294117
63,adult,capital-loss,63,41,80,5,1,4,-1,0.024390243902439025,0.024390243902439022,6.0,7.181818181818182,21,170,0.12352941176470589
64,adult,capital-loss,64,51,100,7,1,15,-1,0.0196078431372549,0.0196078431372549,6.0,7.909090909090909,21,212,0.09905660377358491
65,adult,capital-loss,65,46,88,5,1,6,-1,0.021739130434782608,0.021739130434782608,5.5,5.8,21,184,0.11413043478260869
66,adult,capital-loss,66,44,70,6,1,6,-1,0.022727272727272728,0.022727272727272724,4.5,5.25,26,146,0.1780821917808219
67,adult,capital-loss,67,43,79,6,1,5,-1,0.023255813953488372,0.02325581395348837,4.5,5.375,23,166,0.13855421686746988
68,adult,capital-loss,68,42,77,6,1,7,-1,0.023809523809523808,0.023809523809523815,6.0,7.2,32,162,0.19753086419753085
69,adult,capital-loss,69,45,97,6,1,6,-1,0.022222222222222223,0.022222222222222227,6.5,7.083333333333333,24,202,0.1188118811881188
70,adult,capital-loss,70,36,62,7,1,13,-1,0.02777777777777779,0.027777777777777776,5.0,6.5,17,132,0.12878787878787878
71,adult,capital-loss,71,41,72,6,1,14,-1,0.024390243902439025,0.024390243902439025,4.5,5.25,22,148,0.14864864864864866
72,adult,capital-loss,72,44,80,8,1,6,-1,0.022727272727272724,0.022727272727272728,5.5,5.9,23,166,0.13855421686746988
73,adult,capital-loss,73,42,80,6,1,8,-1,0.023809523809523808,0.023809523809523808,5.0,5.666666666666667,18,162,0.1111111111111111
74,adult,capital-loss,74,47,86,5,1,15,-1,0.02127659574468085,0.02127659574468085,5.5,6.6,21,186,0.11290322580645161
