,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
82,adult,age,82,43,81,6,1,10,-1,0.023255813953488372,0.02325581395348837,5.5,6.2,23,166,0.13855421686746988
83,adult,age,83,42,79,5,1,7,-1,0.023809523809523815,0.023809523809523808,5.0,6.111111111111111,31,172,0.18023255813953487
84,adult,age,84,43,91,5,1,4,-1,0.02325581395348837,0.02325581395348837,6.0,7.555555555555555,20,196,0.10204081632653061
85,adult,age,85,46,91,6,1,8,-1,0.021739130434782608,0.021739130434782605,5.5,6.3,27,188,0.14361702127659576
86,adult,age,86,38,76,6,1,2,-1,0.026315789473684216,0.02631578947368421,5.0,5.888888888888889,27,162,0.16666666666666666
87,adult,age,87,44,89,6,1,5,-1,0.022727272727272728,0.022727272727272728,6.0,6.0,26,186,0.13978494623655913
88,adult,age,88,39,74,5,1,12,-1,0.02564102564102564,0.02564102564102564,6.0,6.636363636363637,27,160,0.16875
89,adult,age,89,45,80,8,1,7,-1,0.022222222222222223,0.022222222222222223,5.0,5.222222222222222,31,168,0.18452380952380953
90,adult,age,90,45,80,7,1,11,-1,0.022222222222222227,0.022222222222222223,5.5,6.3,21,168,0.125
91,adult,age,91,41,79,5,1,14,-1,0.02439024390243902,0.024390243902439022,5.5,7.2,23,168,0.13690476190476192
92,adult,age,92,45,76,7,1,12,-1,0.022222222222222223,0.022222222222222216,4.5,5.0,26,162,0.16049382716049382
93,adult,age,93,41,74,6,1,4,-1,0.02439024390243902,0.024390243902439025,5.0,6.0,20,160,0.125
94,adult,age,94,41,77,6,1,8,-1,0.02439024390243903,0.02439024390243902,6.0,6.454545454545454,24,168,0.14285714285714285
95,adult,age,95,40,66,7,1,7,-1,0.025000000000000005,0.025,5.0,5.444444444444445,28,138,0.2028985507246377
96,adult,age,96,40,74,6,1,12,-1,0.025,0.025,5.0,5.888888888888889,23,158,0.14556962025316456
97,adult,age,97,43,82,6,1,5,-1,0.02325581395348838,0.02325581395348837,5.5,6.0,24,176,0.13636363636363635
98,adult,age,98,39,79,6,1,2,-1,0.025641025641025637,0.02564102564102564,5.5,7.6,26,160,0.1625
99,adult,age,99,43,86,6,1,1,-1,0.023255813953488372,0.02325581395348837,5.5,6.375,22,180,0.12222222222222222
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,age,0,46,71,7,1,6,-1,0.021739130434782608,0.021739130434782615,5.0,5.75,18,148,0.12162162162162163
1,adult,age,1,37,60,8,1,5,-1,0.027027027027027032,0.02702702702702703,4.5,4.875,21,126,0.16666666666666666
2,adult,age,2,32,56,6,1,3,-1,0.03125,0.03125,5.0,5.444444444444445,18,120,0.15
3,adult,age,3,36,51,8,1,19,-1,0.027777777777777776,0.027777777777777776,4.0,4.857142857142857,16,104,0.15384615384615385
4,adult,age,4,34,51,6,1,7,-1,0.029411764705882353,0.02941176470588235,5.0,5.444444444444445,19,106,0.1792452830188679
5,adult,age,5,37,60,7,1,5,-1,0.02702702702702703,0.02702702702702703,5.0,5.75,23,122,0.1885245901639344
6,adult,age,6,35,52,6,1,8,-1,0.02857142857142857,0.02857142857142857,4.5,5.25,19,110,0.17272727272727273
7,adult,age,7,42,64,7,1,8,-1,0.023809523809523808,0.023809523809523808,4.0,4.428571428571429,19,130,0.14615384615384616
8,adult,age,8,39,66,5,1,11,-1,0.025641025641025637,0.025641025641025647,5.0,6.222222222222222,19,138,0.13768115942028986
9,adult,age,9,36,55,6,1,5,-1,0.027777777777777773,0.027777777777777776,3.5,3.8333333333333335,17,112,0.15178571428571427
10,adult,age,10,36,62,7,1,5,-1,0.027777777777777776,0.027777777777777776,5.0,4.857142857142857,22,128,0.171875
11,adult,age,11,32,51,6,1,7,-1,0.03125,0.03125,4.5,4.625,14,106,0.1320754716981132
12,adult,age,12,36,62,5,1,4,-1,0.027777777777777783,0.027777777777777783,5.0,5.571428571428571,18,130,0.13846153846153847
13,adult,age,13,36,61,8,1,5,-1,0.027777777777777776,0.027777777777777776,4.5,5.0,19,130,0.14615384615384616
14,adult,age,14,36,55,7,1,8,-1,0.027777777777777776,0.027777777777777776,4.5,4.625,15,114,0.13157894736842105
15,adult,age,15,38,63,6,1,4,-1,0.02631578947368421,0.02631578947368421,4.5,4.625,21,134,0.15671641791044777
16,adult,age,16,34,55,7,1,4,-1,0.02941176470588235,0.029411764705882353,5.0,6.0,19,116,0.16379310344827586
17,adult,age,17,36,66,6,1,10,-1,0.027777777777777776,0.027777777777777773,5.0,5.25,17,138,0.12318840579710146
18,adult,age,18,43,56,8,1,12,-1,0.02325581395348837,0.023255813953488372,3.5,3.5,30,116,0.25862068965517243
19,adult,age,19,37,60,9,1,11,-1,0.02702702702702703,0.02702702702702703,5.0,5.333333333333333,22,124,0.1774193548387097
20,adult,age,20,33,56,7,1,11,-1,0.03030303030303031,0.030303030303030304,5.0,5.222222222222222,15,116,0.12931034482758622
21,adult,age,21,36,59,6,1,1,-1,0.027777777777777783,0.027777777777777776,5.0,5.571428571428571,20,126,0.15873015873015872
22,adult,age,22,37,57,9,1,3,-1,0.02702702702702703,0.027027027027027025,4.0,4.857142857142857,19,122,0.1557377049180328
23,adult,age,23,40,62,7,1,10,-1,0.025,0.025,6.0,6.0,20,126,0.15873015873015872
24,adult,age,24,36,68,6,1,3,-1,0.027777777777777773,0.027777777777777776,5.5,6.0,16,142,0.11267605633802817
25,adult,age,25,42,66,10,1,13,-1,0.023809523809523808,0.023809523809523805,4.5,4.75,22,136,0.16176470588235295
26,adult,age,26,40,67,6,1,9,-1,0.024999999999999994,0.025000000000000005,4.5,5.5,20,138,0.14492753623188406
27,adult,age,27,43,70,6,1,4,-1,0.023255813953488372,0.023255813953488372,5.0,5.777777777777778,16,142,0.11267605633802817
28,adult,age,28,36,58,6,1,17,-1,0.027777777777777776,0.027777777777777776,4.5,5.125,26,122,0.21311475409836064
29,adult,age,29,46,73,8,1,13,-1,0.021739130434782605,0.021739130434782608,4.5,5.25,28,148,0.1891891891891892
30,adult,age,30,36,60,7,1,8,-1,0.027777777777777773,0.027777777777777776,4.5,5.125,16,128,0.125
31,adult,age,31,32,55,7,1,4,-1,0.03125,0.03125,5.0,5.875,18,122,0.14754098360655737
32,adult,age,32,27,49,7,1,8,-1,0.037037037037037035,0.037037037037037035,5.0,5.222222222222222,17,106,0.16037735849056603
33,adult,age,33,36,63,6,1,6,-1,0.027777777777777776,0.027777777777777776,5.0,5.666666666666667,21,128,0.1640625
34,adult,age,34,38,52,7,1,9,-1,0.02631578947368421,0.02631578947368421,4.5,4.875,21,106,0.19811320754716982
35,adult,age,35,45,71,7,1,5,-1,0.022222222222222223,0.022222222222222227,4.5,4.75,17,148,0.11486486486486487
36,adult,age,36,37,55,6,1,9,-1,0.02702702702702703,0.02702702702702702,4.5,5.75,20,116,0.1724137931034483
37,adult,age,37,46,71,7,1,13,-1,0.021739130434782605,0.021739130434782605,5.5,5.5,17,144,0.11805555555555555
38,adult,age,38,41,60,8,1,13,-1,0.024390243902439025,0.02439024390243902,4.5,4.625,24,122,0.19672131147540983
39,adult,age,39,37,64,6,1,2,-1,0.02702702702702702,0.02702702702702703,4.5,5.166666666666667,24,130,0.18461538461538463
40,adult,age,40,43,67,9,1,13,-1,0.023255813953488372,0.02325581395348838,5.0,5.666666666666667,19,140,0.1357142857142857
41,adult,age,41,40,58,7,1,14,-1,0.025,0.024999999999999998,3.5,3.5,22,120,0.18333333333333332
42,adult,age,42,35,59,6,1,13,-1,0.028571428571428567,0.02857142857142857,4.5,4.875,21,120,0.175
43,adult,age,43,41,59,8,1,13,-1,0.024390243902439025,0.024390243902439025,4.0,4.142857142857143,17,124,0.13709677419354838
44,adult,age,44,34,56,5,1,6,-1,0.02941176470588236,0.02941176470588235,4.0,5.428571428571429,16,116,0.13793103448275862
45,adult,age,45,40,67,7,1,5,-1,0.025,0.025,4.5,4.5,16,136,0.11764705882352941
46,adult,age,46,35,64,6,1,4,-1,0.02857142857142857,0.02857142857142857,4.5,6.375,29,138,0.21014492753623187
47,adult,age,47,38,53,8,1,10,-1,0.02631578947368421,0.026315789473684216,4.0,4.0,22,108,0.2037037037037037
48,adult,age,48,31,51,7,1,4,-1,0.03225806451612904,0.03225806451612903,4.0,4.857142857142857,13,104,0.125
49,adult,age,49,36,59,6,1,12,-1,0.027777777777777783,0.027777777777777776,5.5,5.9,15,120,0.125
50,adult,age,50,41,65,7,1,7,-1,0.024390243902439025,0.024390243902439025,4.5,4.875,18,136,0.1323529411764706
51,adult,age,51,40,66,7,1,10,-1,0.025000000000000005,0.024999999999999994,4.5,5.375,20,134,0.14925373134328357
52,adult,age,52,33,57,5,1,8,-1,0.0303030303030303,0.030303030303030304,5.0,5.333333333333333,16,118,0.13559322033898305
53,adult,age,53,34,58,7,1,6,-1,0.029411764705882353,0.029411764705882353,5.0,5.142857142857143,23,120,0.19166666666666668
54,adult,age,54,43,67,8,1,20,-1,0.023255813953488372,0.023255813953488372,4.0,5.428571428571429,23,136,0.16911764705882354
55,adult,age,55,35,59,6,1,3,-1,0.028571428571428577,0.02857142857142857,4.0,5.142857142857143,19,122,0.1557377049180328
56,adult,age,56,39,64,7,1,11,-1,0.02564102564102564,0.025641025641025654,4.5,5.0,24,136,0.17647058823529413
57,adult,age,57,38,61,6,1,11,-1,0.026315789473684206,0.02631578947368421,5.5,5.6,17,126,0.1349206349206349
58,adult,age,58,34,58,6,1,5,-1,0.02941176470588235,0.029411764705882353,4.0,4.428571428571429,15,124,0.12096774193548387
59,adult,age,59,37,63,6,1,4,-1,0.02702702702702703,0.027027027027027032,5.0,5.25,24,128,0.1875
60,adult,age,60,32,54,7,1,4,-1,0.031250000000000014,0.03125,4.5,5.375,20,112,0.17857142857142858
61,adult,age,61,31,55,5,1,3,-1,0.03225806451612903,0.03225806451612903,4.5,4.875,12,114,0.10526315789473684
62,adult,age,62,37,54,7,1,8,-1,0.027027027027027025,0.027027027027027032,4.5,4.625,19,110,0.17272727272727273
63,adult,age,63,30,49,6,1,3,-1,0.03333333333333333,0.03333333333333333,4.0,5.714285714285714,20,100,0.2
64,adult,age,64,36,63,6,1,4,-1,0.027777777777777776,0.027777777777777776,4.0,4.142857142857143,17,132,0.12878787878787878
65,adult,age,65,40,57,8,1,19,-1,0.024999999999999998,0.025,4.5,4.875,17,120,0.14166666666666666
66,adult,age,66,43,61,9,1,10,-1,0.023255813953488372,0.02325581395348838,3.5,5.5,21,124,0.1693548387096774
67,adult,age,67,35,53,6,1,6,-1,0.02857142857142857,0.02857142857142857,4.5,5.375,21,112,0.1875
68,adult,age,68,39,53,7,1,24,-1,0.025641025641025637,0.02564102564102564,4.5,4.75,21,108,0.19444444444444445
69,adult,age,69,40,69,6,1,7,-1,0.025,0.025,6.0,5.777777777777778,25,148,0.16891891891891891
70,adult,age,70,33,56,6,1,12,-1,0.030303030303030304,0.03030303030303031,5.0,5.777777777777778,19,118,0.16101694915254236
71,adult,age,71,35,58,6,1,3,-1,0.028571428571428577,0.028571428571428567,4.0,4.857142857142857,15,120,0.125
72,adult,age,72,36,60,7,1,9,-1,0.027777777777777783,0.027777777777777773,5.0,5.0,15,126,0.11904761904761904
73,adult,age,73,26,42,5,1,6,-1,0.038461538461538464,0.038461538461538464,5.0,5.444444444444445,13,88,0.14772727272727273
74,adult,age,74,36,57,6,1,6,-1,0.027777777777777776,0.027777777777777783,4.5,5.25,24,120,0.2
75,adult,age,75,40,56,7,1,13,-1,0.025,0.024999999999999998,4.0,5.428571428571429,21,116,0.1810344827586207
76,adult,age,76,37,58,7,1,9,-1,0.02702702702702702,0.02702702702702703,5.0,5.111111111111111,19,120,0.15833333333333333
77,adult,age,77,30,54,5,1,5,-1,0.03333333333333333,0.03333333333333333,4.5,5.75,17,114,0.14912280701754385
78,adult,age,78,42,66,7,1,8,-1,0.023809523809523805,0.023809523809523805,5.0,5.0,21,136,0.15441176470588236
79,adult,age,79,40,63,7,1,4,-1,0.025,0.024999999999999998,3.5,4.166666666666667,27,132,0.20454545454545456
80,adult,age,80,37,59,7,1,9,-1,0.02702702702702703,0.02702702702702703,4.5,5.375,17,124,0.13709677419354838
81,adult,age,81,36,59,6,1,8,-1,0.027777777777777776,0.027777777777777776,4.0,5.714285714285714,16,122,0.13114754098360656
82,adult,age,82,33,52,8,1,12,-1,0.030303030303030304,0.03030303030303031,4.5,4.875,20,108,0.18518518518518517
83,adult,age,83,39,60,7,1,15,-1,0.025641025641025647,0.02564102564102564,5.0,5.222222222222222,22,122,0.18032786885245902
84,adult,age,84,34,58,8,1,7,-1,0.02941176470588236,0.029411764705882346,6.0,6.222222222222222,20,118,0.1694915254237288
85,adult,age,85,41,62,7,1,5,-1,0.024390243902439025,0.024390243902439022,5.0,5.222222222222222,16,134,0.11940298507462686
86,adult,age,86,38,69,5,1,5,-1,0.02631578947368421,0.02631578947368421,5.0,5.777777777777778,25,142,0.176056338028169
87,adult,age,87,44,64,8,1,13,-1,0.022727272727272728,0.02272727272727273,4.0,4.0,22,132,0.16666666666666666
88,adult,age,88,33,56,6,1,10,-1,0.03030303030303031,0.030303030303030304,5.5,5.7,18,116,0.15517241379310345
89,adult,age,89,29,50,5,1,7,-1,0.034482758620689655,0.034482758620689655,5.5,5.7,18,110,0.16363636363636364
90,adult,age,90,37,50,7,1,12,-1,0.027027027027027025,0.02702702702702703,4.0,4.0,15,110,0.13636363636363635
91,adult,age,91,39,51,8,1,12,-1,0.02564102564102564,0.02564102564102564,3.5,3.6666666666666665,25,104,0.2403846153846154
92,adult,age,92,36,48,8,1,19,-1,0.027777777777777783,0.027777777777777776,4.0,4.285714285714286,21,98,0.21428571428571427
93,adult,age,93,39,65,6,1,13,-1,0.025641025641025637,0.02564102564102564,4.5,5.5,23,142,0.1619718309859155
94,adult,age,94,34,61,5,1,4,-1,0.02941176470588235,0.02941176470588235,5.0,5.555555555555555,17,124,0.13709677419354838
95,adult,age,95,44,68,7,1,5,-1,0.02272727272727273,0.022727272727272724,5.0,5.0,21,138,0.15217391304347827
96,adult,age,96,40,70,7,1,9,-1,0.025,0.025,5.5,5.8,22,146,0.1506849315068493
97,adult,age,97,38,56,10,1,10,-1,0.02631578947368421,0.02631578947368421,4.0,4.428571428571429,19,114,0.16666666666666666
98,adult,age,98,32,46,7,1,12,-1,0.03125,0.031249999999999993,4.5,4.875,13,102,0.12745098039215685
99,adult,age,99,41,73,6,1,3,-1,0.02439024390243902,0.024390243902439025,5.5,6.375,22,148,0.14864864864864866
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,age,0,48,89,7,1,8,-1,0.02083333333333334,0.020833333333333332,5.5,6.1,25,190,0.13157894736842105
1,adult,age,1,46,83,7,1,12,-1,0.021739130434782605,0.021739130434782608,5.5,5.6,33,174,0.1896551724137931
2,adult,age,2,54,101,8,1,11,-1,0.018518518518518517,0.01851851851851852,5.5,6.0,26,210,0.12380952380952381
3,adult,age,3,52,94,7,1,9,-1,0.01923076923076923,0.019230769230769235,6.0,5.777777777777778,31,200,0.155
4,adult,age,4,47,85,8,1,5,-1,0.021276595744680847,0.02127659574468085,5.0,5.444444444444445,25,176,0.14204545454545456
5,adult,age,5,48,91,5,1,6,-1,0.020833333333333332,0.020833333333333332,5.5,6.2,28,186,0.15053763440860216
6,adult,age,6,53,102,6,1,3,-1,0.018867924528301886,0.018867924528301886,5.5,6.1,32,212,0.1509433962264151
7,adult,age,7,44,76,7,1,6,-1,0.022727272727272728,0.022727272727272728,5.5,5.5,25,158,0.15822784810126583
8,adult,age,8,44,82,6,1,5,-1,0.022727272727272724,0.022727272727272724,5.0,5.0,23,166,0.13855421686746988
9,adult,age,9,46,90,8,1,8,-1,0.021739130434782605,0.021739130434782608,5.5,6.1,29,188,0.15425531914893617
10,adult,age,10,43,87,6,1,5,-1,0.023255813953488372,0.02325581395348837,6.0,6.363636363636363,22,178,0.12359550561797752
11,adult,age,11,48,89,6,1,9,-1,0.02083333333333333,0.020833333333333332,6.0,6.636363636363637,24,188,0.1276595744680851
12,adult,age,12,44,86,6,1,14,-1,0.022727272727272728,0.02272727272727273,5.5,5.7,26,184,0.14130434782608695
13,adult,age,13,43,75,5,1,5,-1,0.02325581395348837,0.023255813953488372,5.0,5.777777777777778,24,154,0.15584415584415584
14,adult,age,14,45,88,7,1,10,-1,0.022222222222222227,0.022222222222222227,5.5,6.3,30,182,0.16483516483516483
15,adult,age,15,49,91,6,1,3,-1,0.020408163265306128,0.020408163265306128,6.0,6.555555555555555,25,186,0.13440860215053763
16,adult,age,16,40,74,7,1,6,-1,0.025,0.025,5.0,5.111111111111111,26,154,0.16883116883116883
17,adult,age,17,52,99,6,1,7,-1,0.01923076923076923,0.019230769230769235,6.0,6.181818181818182,23,208,0.11057692307692307
18,adult,age,18,45,77,6,1,10,-1,0.022222222222222223,0.022222222222222223,6.0,6.0,21,160,0.13125
19,adult,age,19,44,73,7,1,5,-1,0.022727272727272728,0.022727272727272724,5.0,5.333333333333333,18,150,0.12
20,adult,age,20,41,77,6,1,10,-1,0.024390243902439025,0.024390243902439022,5.0,5.666666666666667,20,158,0.12658227848101267
21,adult,age,21,54,103,6,1,7,-1,0.018518518518518517,0.018518518518518517,5.5,6.0,32,210,0.1523809523809524
22,adult,age,22,46,74,7,1,7,-1,0.021739130434782608,0.021739130434782608,4.5,4.875,24,152,0.15789473684210525
23,adult,age,23,51,89,9,1,5,-1,0.019607843137254898,0.019607843137254898,5.0,5.222222222222222,29,180,0.16111111111111112
24,adult,age,24,47,86,7,1,15,-1,0.02127659574468085,0.021276595744680847,5.5,5.8,25,176,0.14204545454545456
25,adult,age,25,51,95,6,1,8,-1,0.019607843137254898,0.019607843137254898,5.0,6.111111111111111,25,196,0.12755102040816327
26,adult,age,26,50,92,5,1,3,-1,0.019999999999999997,0.02,5.0,6.333333333333333,23,188,0.12234042553191489
27,adult,age,27,42,86,6,1,6,-1,0.023809523809523808,0.023809523809523805,6.0,6.111111111111111,19,176,0.10795454545454546
28,adult,age,28,51,83,7,1,12,-1,0.019607843137254905,0.019607843137254898,5.0,5.555555555555555,30,170,0.17647058823529413
29,adult,age,29,54,104,7,1,13,-1,0.01851851851851852,0.018518518518518517,5.5,7.1,25,214,0.11682242990654206
30,adult,age,30,42,83,5,1,3,-1,0.023809523809523808,0.023809523809523808,5.5,6.0,23,172,0.13372093023255813
31,adult,age,31,46,78,6,1,4,-1,0.021739130434782605,0.021739130434782608,5.5,6.3,22,164,0.13414634146341464
32,adult,age,32,54,103,6,1,6,-1,0.01851851851851852,0.018518518518518517,5.5,5.6,34,212,0.16037735849056603
33,adult,age,33,49,84,8,1,9,-1,0.020408163265306128,0.02040816326530612,5.0,5.888888888888889,30,170,0.17647058823529413
34,adult,age,34,48,98,6,1,6,-1,0.020833333333333332,0.020833333333333332,5.5,6.1,19,208,0.09134615384615384
35,adult,age,35,50,96,5,1,5,-1,0.020000000000000004,0.019999999999999997,5.0,5.111111111111111,21,194,0.10824742268041238
36,adult,age,36,45,89,6,1,4,-1,0.022222222222222216,0.02222222222222222,5.5,5.7,21,182,0.11538461538461539
37,adult,age,37,49,85,7,1,2,-1,0.02040816326530612,0.02040816326530612,5.5,5.625,21,172,0.12209302325581395
38,adult,age,38,53,95,6,1,7,-1,0.01886792452830189,0.018867924528301886,6.0,7.090909090909091,31,196,0.15816326530612246
39,adult,age,39,53,111,5,1,6,-1,0.018867924528301886,0.01886792452830189,6.0,6.636363636363637,29,226,0.12831858407079647
40,adult,age,40,44,81,6,1,8,-1,0.022727272727272728,0.02272727272727273,5.5,7.5,26,170,0.15294117647058825
41,adult,age,41,50,98,5,1,4,-1,0.020000000000000004,0.019999999999999997,6.5,6.9,25,204,0.12254901960784313
42,adult,age,42,46,96,5,1,8,-1,0.021739130434782605,0.021739130434782615,5.5,5.7,18,196,0.09183673469387756
43,adult,age,43,45,89,6,1,9,-1,0.022222222222222227,0.022222222222222227,6.0,6.636363636363637,26,186,0.13978494623655913
44,adult,age,44,46,96,5,1,7,-1,0.021739130434782608,0.021739130434782608,6.0,6.545454545454546,25,198,0.12626262626262627
45,adult,age,45,46,91,6,1,6,-1,0.021739130434782615,0.021739130434782608,6.5,7.5,35,196,0.17857142857142858
46,adult,age,46,45,88,5,1,8,-1,0.022222222222222223,0.022222222222222216,6.0,6.090909090909091,28,180,0.15555555555555556
47,adult,age,47,45,95,5,1,3,-1,0.022222222222222223,0.022222222222222223,6.0,6.333333333333333,22,194,0.1134020618556701
48,adult,age,48,47,79,6,1,14,-1,0.02127659574468085,0.021276595744680847,6.0,6.363636363636363,23,162,0.1419753086419753
49,adult,age,49,52,91,6,1,8,-1,0.019230769230769232,0.019230769230769232,5.0,6.222222222222222,31,196,0.15816326530612246
50,adult,age,50,44,87,5,1,6,-1,0.022727272727272728,0.022727272727272724,6.0,7.090909090909091,27,178,0.15168539325842698
51,adult,age,51,43,79,6,1,10,-1,0.023255813953488372,0.02325581395348838,5.0,5.0,24,170,0.1411764705882353
52,adult,age,52,42,77,5,1,2,-1,0.023809523809523808,0.023809523809523808,5.5,5.7,20,158,0.12658227848101267
53,adult,age,53,54,95,6,1,8,-1,0.018518518518518517,0.018518518518518514,5.0,6.333333333333333,27,196,0.1377551020408163
54,adult,age,54,49,91,6,1,5,-1,0.020408163265306128,0.020408163265306117,5.5,6.1,26,188,0.13829787234042554
55,adult,age,55,50,96,6,1,10,-1,0.019999999999999997,0.02,6.0,6.0,23,194,0.11855670103092783
56,adult,age,56,46,94,5,1,2,-1,0.021739130434782605,0.0217391304347826,6.0,6.777777777777778,20,194,0.10309278350515463
57,adult,age,57,52,94,9,1,9,-1,0.01923076923076923,0.019230769230769235,5.5,5.8,32,194,0.16494845360824742
58,adult,age,58,49,80,7,1,4,-1,0.020408163265306128,0.02040816326530612,5.0,5.333333333333333,34,166,0.20481927710843373
59,adult,age,59,56,103,8,1,7,-1,0.017857142857142856,0.01785714285714286,4.5,5.5,33,212,0.15566037735849056
60,adult,age,60,54,107,6,1,6,-1,0.018518518518518517,0.018518518518518517,6.0,6.545454545454546,23,218,0.10550458715596331
61,adult,age,61,48,85,6,1,8,-1,0.020833333333333332,0.020833333333333332,5.0,5.75,23,174,0.13218390804597702
62,adult,age,62,53,96,6,1,4,-1,0.018867924528301886,0.01886792452830189,5.0,5.111111111111111,33,194,0.17010309278350516
63,adult,age,63,44,91,6,1,2,-1,0.022727272727272728,0.02272727272727272,6.5,7.0,28,192,0.14583333333333334
64,adult,age,64,50,93,7,1,19,-1,0.019999999999999997,0.019999999999999997,5.5,5.625,29,190,0.15263157894736842
65,adult,age,65,40,78,5,1,4,-1,0.025,0.024999999999999998,5.5,6.9,28,164,0.17073170731707318
66,adult,age,66,49,88,6,1,3,-1,0.02040816326530612,0.020408163265306128,5.5,6.3,22,182,0.12087912087912088
67,adult,age,67,48,91,7,1,8,-1,0.020833333333333332,0.020833333333333332,5.0,5.555555555555555,25,190,0.13157894736842105
68,adult,age,68,43,80,5,1,3,-1,0.023255813953488372,0.023255813953488372,5.5,5.9,21,166,0.12650602409638553
69,adult,age,69,44,90,5,1,6,-1,0.022727272727272724,0.022727272727272728,5.5,7.8,25,192,0.13020833333333334
70,adult,age,70,48,86,6,1,5,-1,0.020833333333333332,0.02083333333333334,5.5,6.0,20,176,0.11363636363636363
71,adult,age,71,48,91,8,1,9,-1,0.020833333333333332,0.020833333333333332,5.5,5.9,30,188,0.1595744680851064
72,adult,age,72,51,89,7,1,12,-1,0.0196078431372549,0.019607843137254898,4.5,5.125,27,188,0.14361702127659576
73,adult,age,73,49,94,6,1,10,-1,0.020408163265306117,0.02040816326530612,4.5,4.875,23,196,0.11734693877551021
74,adult,age,74,49,89,6,1,10,-1,0.02040816326530612,0.02040816326530612,5.0,5.666666666666667,27,182,0.14835164835164835
75,adult,age,75,47,83,8,1,19,-1,0.02127659574468085,0.021276595744680847,5.0,5.222222222222222,27,176,0.1534090909090909
76,adult,age,76,45,81,7,1,9,-1,0.02222222222222222,0.022222222222222227,5.0,5.777777777777778,34,166,0.20481927710843373
77,adult,age,77,44,78,7,1,8,-1,0.02272727272727273,0.02272727272727272,4.5,5.125,28,160,0.175
78,adult,age,78,44,81,5,1,7,-1,0.022727272727272724,0.02272727272727272,5.0,5.0,23,168,0.13690476190476192
79,adult,age,79,42,69,6,1,10,-1,0.023809523809523808,0.023809523809523808,4.0,5.714285714285714,20,144,0.1388888888888889
80,adult,age,80,40,75,7,1,7,-1,0.025,0.025,5.5,5.8,30,164,0.18292682926829268
81,adult,age,81,48,86,8,1,8,-1,0.020833333333333332,0.020833333333333332,5.0,7.0,31,176,0.17613636363636365
82,adult,age,82,50,90,7,1,8,-1,0.02,0.019999999999999997,6.0,6.0,23,186,0.12365591397849462
83,adult,age,83,45,90,6,1,8,-1,0.022222222222222223,0.022222222222222227,5.0,5.666666666666667,25,186,0.13440860215053763
84,adult,age,84,43,72,7,1,9,-1,0.023255813953488372,0.02325581395348838,4.5,4.625,17,148,0.11486486486486487
85,adult,age,85,46,95,5,1,8,-1,0.021739130434782608,0.021739130434782608,6.0,7.181818181818182,22,200,0.11
86,adult,age,86,49,100,6,1,8,-1,0.02040816326530612,0.02040816326530612,5.5,7.0,28,206,0.13592233009708737
87,adult,age,87,48,97,5,1,9,-1,0.020833333333333332,0.02083333333333333,5.5,7.5,23,206,0.11165048543689321
88,adult,age,88,48,83,7,1,7,-1,0.020833333333333332,0.020833333333333332,5.0,6.0,23,176,0.13068181818181818
89,adult,age,89,44,81,7,1,6,-1,0.022727272727272724,0.022727272727272728,5.0,5.222222222222222,25,170,0.14705882352941177
90,adult,age,90,45,94,5,1,9,-1,0.022222222222222223,0.022222222222222216,5.5,6.0,21,200,0.105
91,adult,age,91,46,76,8,1,12,-1,0.021739130434782615,0.021739130434782608,5.0,5.888888888888889,23,160,0.14375
92,adult,age,92,49,84,7,1,10,-1,0.020408163265306117,0.02040816326530612,6.0,6.2727272727272725,31,180,0.17222222222222222
93,adult,age,93,41,94,5,1,3,-1,0.024390243902439025,0.02439024390243903,6.5,7.0,19,190,0.1
94,adult,age,94,38,76,5,1,4,-1,0.02631578947368421,0.02631578947368421,5.5,5.5,28,160,0.175
95,adult,age,95,45,76,6,1,4,-1,0.022222222222222227,0.022222222222222223,5.0,6.0,31,158,0.1962025316455696
96,adult,age,96,45,86,6,1,3,-1,0.022222222222222227,0.022222222222222227,5.5,6.3,22,174,0.12643678160919541
97,adult,age,97,46,83,6,1,6,-1,0.021739130434782615,0.021739130434782608,5.0,5.888888888888889,31,172,0.18023255813953487
98,adult,age,98,46,79,6,1,3,-1,0.021739130434782608,0.021739130434782605,4.5,4.5,22,166,0.13253012048192772
99,adult,age,99,48,89,7,1,14,-1,0.020833333333333332,0.020833333333333332,6.0,6.454545454545454,23,188,0.12234042553191489
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,workclass,0,48,133,5,1,3,-1,0.02083333333333334,0.02083333333333334,7.0,9.538461538461538,26,310,0.08387096774193549
1,adult,workclass,1,46,127,4,1,6,-1,0.021739130434782605,0.021739130434782608,6.5,8.666666666666666,27,286,0.0944055944055944
2,adult,workclass,2,49,123,5,1,9,-1,0.02040816326530612,0.02040816326530612,7.0,9.076923076923077,29,262,0.11068702290076336
